speciesKey,scientificName,rank,taxonomicStatus,kingdom,includes
8140712,"Anisus leucostoma (Millet, 1813)",SPECIES,ACCEPTED,Animalia,"8140712: Anisus leucostoma (Millet, 1813)"
8140785,"Rhinoncus castor Gyll., 1837",SPECIES,ACCEPTED,Animalia,"8140785: Rhinoncus castor Gyll., 1837"
8140883,"Brenthis daphne (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"8140883: Brenthis daphne (Denis & Schiffermüller), 1775"
8141732,Ilyonectria mors-panacis (A.A.Hildebr.) A.Cabral & Crous,SPECIES,ACCEPTED,Fungi,8141732: Ilyonectria mors-panacis (A.A.Hildebr.) A.Cabral & Crous
8142963,"Perspicuibacter marinus Teramoto et al., 2015",SPECIES,ACCEPTED,Bacteria,"8142963: Perspicuibacter marinus Teramoto et al., 2015"
8143098,Metzgeria densiseta Stephani,SPECIES,DOUBTFUL,Plantae,8143098: Metzgeria densiseta Stephani
8143245,Chroococcus minutus (Kütz.) Nägeli,SPECIES,ACCEPTED,Bacteria,8143245: Chroococcus minutus (Kütz.) Nägeli
8143604,"Bembidion genei Küster, 1847",SPECIES,ACCEPTED,Animalia,"9542316: Bembidion genei illigeri Netolitzky, 1914"
8143850,"Longitarsus gracilis Kutschera, 1864",SPECIES,ACCEPTED,Animalia,"8143850: Longitarsus gracilis Kutschera, 1864"
8144599,Papaver nudicaule L.,SPECIES,ACCEPTED,Plantae,8144599: Papaver nudicaule L.
8144830,"Loxia leucoptera J.F.Gmelin, 1789",SPECIES,ACCEPTED,Animalia,"6175487: Loxia leucoptera bifasciata (C.L.Brehm, 1827) | 8144830: Loxia leucoptera J.F.Gmelin, 1789"
8144931,"Nitzschia tubicola Grunow, 1880",SPECIES,ACCEPTED,Chromista,"8144931: Nitzschia tubicola Grunow, 1880"
8146046,Suillus granulatus (L.) Roussel,SPECIES,ACCEPTED,Fungi,8146046: Suillus granulatus (L.) Roussel | 11256686: Suillus granulatus (Fr.) O.Kunze
8147224,Ilumatobacter coccineus_A,SPECIES,ACCEPTED,Bacteria,8147224: Ilumatobacter coccineus_A
8147653,"Coprinopsis poliomalla (Romagn.) Doveri, Granito & Lunghini",SPECIES,ACCEPTED,Fungi,2536679: Coprinus poliomallus Romagn.
8147668,Ropalospora viridis (Tønsberg) Tønsberg,SPECIES,ACCEPTED,Fungi,8147668: Ropalospora viridis (Tønsberg) Tønsberg
8147899,"Willea rectangularis (A.Braun) D.M.John, M.J.Wynne & P.M.Tsarenko",SPECIES,ACCEPTED,Plantae,5271591: Crucigeniella rectangularis (Nägeli) Komárek
8148679,Ophioglossum azoricum C.Presl,SPECIES,ACCEPTED,Plantae,8148679: Ophioglossum azoricum C.Presl
8149049,Wisteria sinensis (Sims) DC.,SPECIES,ACCEPTED,Plantae,2977331: Wisteria sinensis (Sims) Sweet
8149099,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",SPECIES,ACCEPTED,Plantae,"3083851: Chenopodium murale L. | 8149099: Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch"
8149740,Glaucium corniculatum (L.) Curtis,SPECIES,DOUBTFUL,Plantae,8149740: Glaucium corniculatum (L.) Curtis
8149755,Tortula densa (Velen.) J.-P.Frahm,SPECIES,ACCEPTED,Plantae,8149755: Tortula densa (Velen.) J.-P.Frahm
8149923,Prunus persica (L.) Stokes,SPECIES,ACCEPTED,Plantae,3022511: Prunus persica (L.) Batsch | 8149923: Prunus persica (L.) Stokes
8151415,"Pigmentiphaga daeguensis Yoon et al., 2007",SPECIES,ACCEPTED,Bacteria,"8151415: Pigmentiphaga daeguensis Yoon et al., 2007"
8151548,"Ichthyaetus melanocephalus (Temminck, 1820)",SPECIES,ACCEPTED,Animalia,"2481194: Larus melanocephalus Temminck, 1820 | 8151548: Ichthyaetus melanocephalus (Temminck, 1820)"
8151835,"Nitzschia media Hantzsch, 1860",SPECIES,ACCEPTED,Chromista,"8549941: Nitzschia dissipata var. media (Hantzsch) Grunow, 1881"
8152187,Muscari armeniacum H.J.Veitch,SPECIES,ACCEPTED,Plantae,8152187: Muscari armeniacum H.J.Veitch
8152643,Prymnesium minus (Parke & Manton) Edvardsen et al.,SPECIES,ACCEPTED,Chromista,3202218: Chrysochromulina minor Parke & Manton
8152705,"Aphanus rolandri (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"8152705: Aphanus rolandri (Linnaeus, 1758)"
8153079,Peristemma pseudosphaeria (Mont.) Jørst.,SPECIES,ACCEPTED,Fungi,2516261: Miyagia pseudosphaeria (Mont.) Jørst.
8153538,Oenothera oehlkersii Kappus,SPECIES,ACCEPTED,Plantae,8153538: Oenothera oehlkersii Kappus
8153621,Viscaria vulgaris Röhl.,SPECIES,ACCEPTED,Plantae,3085882: Lychnis viscaria L.
8154003,Conocybe pubescens (Gillet) Kühner,SPECIES,ACCEPTED,Fungi,8154003: Conocybe pubescens (Gillet) Kühner | 8959249: Conocybe cryptocystis (G.F.Atk.) Singer
8154588,Caeruleum heppii (Nägeli ex Körb.) K.Knudsen & Arcadia,SPECIES,ACCEPTED,Fungi,8154588: Caeruleum heppii (Nägeli ex Körb.) K.Knudsen & Arcadia
8154895,Galerina uncialis (Britzelm.) Kühner,SPECIES,ACCEPTED,Fungi,8154895: Galerina uncialis (Britzelm.) Kühner
8154999,"Tettigometra virescens Panzer, 1799",SPECIES,ACCEPTED,Animalia,"2065031: Tettigometra virescens (Panzer, 1799)"
8155131,"Cypha aprilis (Rey, 1882)",SPECIES,ACCEPTED,Animalia,"6097490: Cypha imitator (Luze, 1902)"
8155393,"Magdalis frontalis (Gyllenhal, 1827)",SPECIES,ACCEPTED,Animalia,"8155393: Magdalis frontalis (Gyllenhal, 1827)"
8155802,Picea maximowiczii Regel,SPECIES,DOUBTFUL,Plantae,8155802: Picea maximowiczii Regel
8158025,Omphalia gracillima (Weinm.) Quél.,SPECIES,ACCEPTED,Fungi,8158025: Omphalia gracillima (Weinm.) Quél.
8158585,Erigeron glabratus Hoppe & Hornsch. ex Bluff & Fingerh.,SPECIES,DOUBTFUL,Plantae,5387595: Aster pyrenaeus Desf. ex DC.
8159435,Navicula digitoradiata (Gregory) Ralfs,SPECIES,ACCEPTED,Chromista,8159435: Navicula digitoradiata (Gregory) Ralfs
8160157,Cotoneaster dielsianus E.Pritz. ex Diels,SPECIES,DOUBTFUL,Plantae,8160157: Cotoneaster dielsianus E.Pritz. ex Diels
8160782,"Anticlea badiata (Denis & Schiffermüller), 1775",SPECIES,ACCEPTED,Animalia,"1957012: Earophila badiata (Denis & Schiffermüller, 1775)"
8160803,Alternanthera ficoidea (L.) R.Br.,SPECIES,ACCEPTED,Plantae,3084968: Alternanthera tenella Colla | 8189919: Alternanthera bettzickiana (Regel) G.Nicholson
8161224,Kneiffia subalutacea (P.Karst.) Bres.,SPECIES,ACCEPTED,Fungi,2518758: Hyphodontia subalutacea (P.Karst.) J.Erikss. | 7467776: Grandinia subalutacea (P.Karst.) Jülich
8161309,"Anthonomus pedicularius S.Schenkling, 1885",SPECIES,ACCEPTED,Animalia,"8161309: Anthonomus pedicularius S.Schenkling, 1885"
8161955,"Aureitalea marina Park et al., 2012",SPECIES,ACCEPTED,Bacteria,"8161955: Aureitalea marina Park et al., 2012"
8161990,"Argyresthia brockeella Hübner, 1805",SPECIES,ACCEPTED,Animalia,"8161990: Argyresthia brockeella Hübner, 1805"
8162200,"Bradymonas sediminis Wang et al., 2015",SPECIES,ACCEPTED,Bacteria,"8162200: Bradymonas sediminis Wang et al., 2015"
8162418,"Wellsopsyllus intermedius (T.Scott & Scott A., 1895)",SPECIES,ACCEPTED,Animalia,"4321165: Intermedopsyllus intermedius (T.Scott & Scott A., 1895)"
8162772,Gyrodinium helveticum (Penard) Y.Takano & T.Horig.,SPECIES,ACCEPTED,Chromista,3207715: Gymnodinium helveticum Penard | 8162772: Gyrodinium helveticum (Penard) Y.Takano & T.Horig.
8163051,Aureoboletus moravicus (Vaček) Klofac,SPECIES,ACCEPTED,Fungi,2519540: Xerocomus moravicus (Vaček) Herink
8163411,"Pinnularia gibba (Ehrenberg) Ehrenberg, 1843",SPECIES,ACCEPTED,Chromista,"8163411: Pinnularia gibba (Ehrenberg) Ehrenberg, 1843"
8164781,Sempervivum montanum L.,SPECIES,ACCEPTED,Plantae,8164781: Sempervivum montanum L.
8164913,Erysiphe lamprocarpa (Wallr.) Link,SPECIES,ACCEPTED,Fungi,8164913: Erysiphe lamprocarpa (Wallr.) Link
8164979,Solanum alatum Moench,SPECIES,ACCEPTED,Plantae,6290046: Solanum villosum subsp. miniatum (Bernh. ex Willd.) Edmonds
8165131,"Epiphanis cornutus Eschscholtz, 1829",SPECIES,ACCEPTED,Animalia,"8165131: Epiphanis cornutus Eschscholtz, 1829"
8165915,"Trapezonotus ullrichi (Fieber, 1837)",SPECIES,ACCEPTED,Animalia,"8165915: Trapezonotus ullrichi (Fieber, 1837)"
8166086,"Rhizoctonia stridii (J.Erikss. & Ryvarden) Oberw., R.Bauer, Garnica & R.Kirschner",SPECIES,ACCEPTED,Fungi,2555138: Ceratobasidium stridii J.Erikss. & Ryvarden
8166399,"Polymerus nigritus (Fallen, 1807)",SPECIES,ACCEPTED,Animalia,"8166399: Polymerus nigritus (Fallen, 1807)"
8166452,"Empicoris baerensprungi (Dohrn, 1863)",SPECIES,ACCEPTED,Animalia,"8166452: Empicoris baerensprungi (Dohrn, 1863)"
8167233,"Chaetocnema depressa (Boieldieu, 1859)",SPECIES,ACCEPTED,Animalia,"8167233: Chaetocnema depressa (Boieldieu, 1859)"
8168239,Cortinarius infractus (Pers.) Fr.,SPECIES,ACCEPTED,Fungi,8168239: Cortinarius infractus (Pers.) Fr.
8168319,Amanita muscaria (L.) Lam.,SPECIES,ACCEPTED,Fungi,3329049: Amanita muscaria (L.) Hook. | 8168319: Amanita muscaria (L.) Lam.
8168344,Hedera hibernica Poit.,SPECIES,ACCEPTED,Plantae,6307044: Hedera helix subsp. hibernica (Poit.) D.C.McClint. | 8168344: Hedera hibernica Poit. | 8410115: Hedera hibernica (G.Kirchn.) Bean
8168644,"Melitaea cinxia Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"8168644: Melitaea cinxia Linnaeus, 1758"
8169088,Polygala calcarea F.W.Schultz,SPECIES,ACCEPTED,Plantae,8169088: Polygala calcarea F.W.Schultz
8169411,"Methyloligella halotolerans Doronina et al., 2014",SPECIES,ACCEPTED,Bacteria,"8169411: Methyloligella halotolerans Doronina et al., 2014"
8169510,"Navicula absoluta Hustedt, 1950",SPECIES,ACCEPTED,Chromista,"8169510: Navicula absoluta Hustedt, 1950"
8170160,"Novosphingobium resinovorum (Delaporte & Daste, 1956) Lim et al., 2007",SPECIES,ACCEPTED,Bacteria,"8170160: Novosphingobium resinovorum (Delaporte & Daste, 1956) Lim et al., 2007"
8170369,"Lampropeltis californiae (Blainville, 1835)",SPECIES,ACCEPTED,Animalia,"5224481: Lampropeltis getula californiae (Blainville, 1835)"
8170635,Spiraea japonica L.fil.,SPECIES,ACCEPTED,Plantae,8170635: Spiraea japonica L.fil.
8170685,"Rhingia rostrata (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"8170685: Rhingia rostrata (Linnaeus, 1758)"
8170732,"Gomphonema augur Ehrenberg, 1840",SPECIES,ACCEPTED,Chromista,"8170732: Gomphonema augur Ehrenberg, 1840"
8171245,"Lewinella persica (Lewin, 1970) Sly et al., 1998",SPECIES,ACCEPTED,Bacteria,"8171245: Lewinella persica (Lewin, 1970) Sly et al., 1998"
8171430,"Alevonota rufotestacea Kraatz, 1856",SPECIES,ACCEPTED,Animalia,10237343: BOLD:ACI2039
8171946,"Nitzschia fruticosa Hustedt, 1957",SPECIES,ACCEPTED,Chromista,"8171946: Nitzschia fruticosa Hustedt, 1957"
8172347,"Gomphonema intricatum Kützing, 1844",SPECIES,DOUBTFUL,Chromista,"8035252: Gomphonema pumilum (Grunow) E.Reichardt & Lange-Bertalot, 1991"
8172611,"Entocybe vinacea (Scop.) T.J.Baroni, V.Hofst. & Largent",SPECIES,ACCEPTED,Fungi,2539783: Nolanea vinacea (Scop.) P.Kumm.
8172952,Mentha ×verticillata L.,SPECIES,ACCEPTED,Plantae,8172952: Mentha ×verticillata L.
8173052,"Dexiogyia corticina (Erichson, 1837)",SPECIES,ACCEPTED,Animalia,"6097644: Dexiogya corticina (Erichson, 1837) | 8173052: Dexiogyia corticina (Erichson, 1837) | 10199239: BOLD:AAO1526"
8174035,Avena nuda L.,SPECIES,ACCEPTED,Plantae,8174035: Avena nuda L.
8174066,"Castanea pumila Siebold ex Blume, 1851",SPECIES,DOUBTFUL,Plantae,"8174066: Castanea pumila Siebold ex Blume, 1851"
8174785,Rosa rubiginosa L.,SPECIES,ACCEPTED,Plantae,3004473: Rosa columnifera (Schwertschl.) Henker & G.Schulze | 8174785: Rosa rubiginosa L.
8175703,"Cryptocephalus octacosmus Bedel, 1891",SPECIES,ACCEPTED,Animalia,"8175703: Cryptocephalus octacosmus Bedel, 1891"
8176318,Viola wittrockiana Gams ex Nauenb. & Buttler,SPECIES,DOUBTFUL,Plantae,8176318: Viola wittrockiana Gams ex Nauenb. & Buttler
8176911,"Hipparchia semele Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"8176911: Hipparchia semele Linnaeus, 1758"
8177297,Erysiphe euonymicola U.Braun,SPECIES,ACCEPTED,Fungi,8177297: Erysiphe euonymicola U.Braun
8177550,"Taphrorychus villifrons Wood & Bright, 1992",SPECIES,ACCEPTED,Animalia,"8177550: Taphrorychus villifrons Wood & Bright, 1992"
8177830,"Mystides southerni (Banse, 1954)",SPECIES,ACCEPTED,Animalia,"8177830: Mystides southerni (Banse, 1954)"
8178865,"Nitzschia longissima (Brébisson) Ralfs, 1861",SPECIES,ACCEPTED,Chromista,"8178865: Nitzschia longissima (Brébisson) Ralfs, 1861"
8179641,"Psallus ambiguus (Fallen, 1807)",SPECIES,ACCEPTED,Animalia,"8179641: Psallus ambiguus (Fallen, 1807)"
8179794,Dactylorhiza maculata (L.) Soó,SPECIES,ACCEPTED,Plantae,2810383: Orchis maculata L. | 2810387: Dactylorhiza maculata subsp. ericetorum (E.F.Linton) P.F.Hunt & Summerh. | 2810420: Dactylorchis maculata (L.) Verm. | 6314818: Dactylorhiza maculata subsp. arduennensis (Zadoks) Tournay | 7227967: Dactylorhiza maculata subsp. maculata | 8179794: Dactylorhiza maculata (L.) Soó | 8229872: Dactylorhiza maculata subsp. elodes (Griseb.) Soó | 8342612: Dactylorchis maculata subsp. elodes Verm.
8179801,"Pseudosphaerocystis lacustris (Lemmermann) Nováková, 1965",SPECIES,ACCEPTED,Plantae,"8179801: Pseudosphaerocystis lacustris (Lemmermann) Nováková, 1965"
8180254,"Nototropis vedlomensis (Spence Bate & Westwood, 1862)",SPECIES,ACCEPTED,Animalia,"5177713: Atylus vedlomensis (Spence Bate & Westwood, 1862)"
8181078,"Rubus grabowskii Weihe ex Günther, Grab. & Wimm.",SPECIES,DOUBTFUL,Plantae,"8181078: Rubus grabowskii Weihe ex Günther, Grab. & Wimm."
8181613,"Microdiplodia narthecii (Sacc., E.Bommer & M.Rousseau) Allesch.",SPECIES,ACCEPTED,Fungi,"3518764: Diplodia narthecii Sacc., E.Bommer & M.Rousseau"
8181824,"Brumimicrobium mesophilum Yang et al., 2013",SPECIES,ACCEPTED,Bacteria,"8181824: Brumimicrobium mesophilum Yang et al., 2013"
8182127,"Euglesa milium (Held, 1836)",SPECIES,ACCEPTED,Animalia,"10914468: Pisidium milium Held, 1836"
8182229,"Centromerus brevipalpus (Menge, 1866)",SPECIES,ACCEPTED,Animalia,"4551513: Centromerus aequalis (N.Westring, 1851)"
8182573,"Aleochara funebris Wollaston, 1864",SPECIES,ACCEPTED,Animalia,"6097655: Aleochara albovillosa Bernhauer, 1901"
8182596,Potentilla verna L.,SPECIES,ACCEPTED,Plantae,5365332: Potentilla neumanniana Rchb. | 5366340: Potentilla tabernaemontani Asch. | 8182596: Potentilla verna L.
8182811,Castanediella couratarii (C.Ram) Hern.-Restr. & Crous,SPECIES,ACCEPTED,Fungi,8182811: Castanediella couratarii (C.Ram) Hern.-Restr. & Crous
8183016,Coprinopsis cortinata (J.E.Lange) Gminder,SPECIES,ACCEPTED,Fungi,2536653: Coprinus cortinatus J.E.Lange
8183628,Anoplus plantaris Dejean,SPECIES,DOUBTFUL,Animalia,8183628: Anoplus plantaris Dejean
8184083,Betula populifolia Marshall,SPECIES,ACCEPTED,Plantae,8184083: Betula populifolia Marshall
8184157,Silene stricta L.,SPECIES,ACCEPTED,Plantae,8184157: Silene stricta L.
8184903,Lysimachia arvensis (L.) U.Manns & Anderb.,SPECIES,ACCEPTED,Plantae,3169305: Anagallis arvensis L. | 4005925: Anagallis arvensis f. azurea Hyl. | 6390134: Anagallis arvensis subsp. arvensis | 7486336: Anagallis arvensis f. carnea (Schrank) Schinz & Thell. | 8184903: Lysimachia arvensis (L.) U.Manns & Anderb. | 9631539: Lysimachia arvensis subsp. arvensis
8185112,"Pogonocherus ovatus (Goeze, 1777)",SPECIES,ACCEPTED,Animalia,"8185112: Pogonocherus ovatus (Goeze, 1777)"
8185535,"Hieracium fragile Banks & Sol. ex Hook.f., 1852",SPECIES,ACCEPTED,Plantae,"8185535: Hieracium fragile Banks & Sol. ex Hook.f., 1852"
8185687,"Erirhinus filirostris Gyllenhal, 1835",SPECIES,ACCEPTED,Animalia,"4468899: Dorytomus filirostris (Gyllenhal, 1836)"
8185792,"Nitzschia frustulum (Kützing) Grunow, 1880",SPECIES,ACCEPTED,Chromista,"8185792: Nitzschia frustulum (Kützing) Grunow, 1880"
8185959,Carduus nutans L.,SPECIES,ACCEPTED,Plantae,3114558: Carduus thoermeri Weinm. | 4212163: Carduus nutans subsp. alpicola (Gillot) Chass. & Arènes | 7066712: Carduus nutans subsp. nutans | 8185959: Carduus nutans L. | 9448191: Carduus nutans subsp. leiophyllus (Petrovic) Arènes
8186757,Arnaudiella genistae (Fuckel) E.Müll.,SPECIES,ACCEPTED,Fungi,8186757: Arnaudiella genistae (Fuckel) E.Müll.
8186928,Circaea ×intermedia Ehrh.,SPECIES,ACCEPTED,Plantae,"3665357: Circaea lutetiana var. intermedia Farw., 1916 | 8186928: Circaea ×intermedia Ehrh."
8188313,"Lasaeola coracina (C.L.Koch, 1837)",SPECIES,ACCEPTED,Animalia,"2156451: Dipoena coracina (C.L.Koch, 1837)"
8188469,Neolentinus cyathiformis (Schaeff.) Della Magg. & Trassin.,SPECIES,ACCEPTED,Fungi,2545389: Lentinus cyathiformis (Schaeff.) Bres. | 2548888: Lentinus degener Kalchbr.
8188474,"Corallomonas stylophorae Chen et al., 2013",SPECIES,ACCEPTED,Bacteria,"8188474: Corallomonas stylophorae Chen et al., 2013"
8188719,Valeriana excelsa Poir.,SPECIES,ACCEPTED,Plantae,4095515: Valeriana procurrens Wallr. | 8361167: Valeriana repens Host
8188970,"Ceratodon purpureus C.Müller, 1885",SPECIES,ACCEPTED,Plantae,"8188970: Ceratodon purpureus C.Müller, 1885"
8189348,"Leucocybe connata (Schumach.) Vizzini, P.Alvarado, G.Moreno & Consiglio",SPECIES,ACCEPTED,Fungi,2530696: Lyophyllum connatum (Schumach.) Singer
8189904,Puccinia albescens (Grev.) Plowr.,SPECIES,ACCEPTED,Fungi,8189904: Puccinia albescens (Grev.) Plowr.
8190077,Populus ×canadensis Moench,SPECIES,ACCEPTED,Plantae,3040205: Populus canadensis Castigl. | 8190077: Populus ×canadensis Moench
8190231,"Corbicula fluminea (O.F.Müller, 1774)",SPECIES,ACCEPTED,Animalia,"8190231: Corbicula fluminea (O.F.Müller, 1774)"
8190404,"Gramella flava Liu et al., 2014",SPECIES,ACCEPTED,Bacteria,"8190404: Gramella flava Liu et al., 2014"
8190524,"Polycauliona polycarpa (Hoffm.) Frödén, Arup & Søchting",SPECIES,ACCEPTED,Fungi,"8190524: Polycauliona polycarpa (Hoffm.) Frödén, Arup & Søchting"
8190584,Zygodon stirtonii Schimp.,SPECIES,ACCEPTED,Plantae,8543305: Zygodon viridissimus var. stirtonii (Stirt.) I.Hagen | 8681798: Zygodon stirtonii Schimp. ex Stirt.
8190643,Huperzia selago (L.) Bernh.,SPECIES,ACCEPTED,Plantae,6385637: Lycopodium selago L. | 8190643: Huperzia selago (L.) Bernh.
8190651,Lophiostoma angustilabrum (Berk. & Broome) Cooke,SPECIES,ACCEPTED,Fungi,8190651: Lophiostoma angustilabrum (Berk. & Broome) Cooke
8191641,Cyclocybe erebia (Fr.) Vizzini & Matheny,SPECIES,ACCEPTED,Fungi,7549831: Agrocybe erebia (Fr.) Kühner | 8843084: Agrocybe erebia (Fr.) Kühner ex Singer
8191827,Lepraria membranacea (Dicks.) Vain.,SPECIES,ACCEPTED,Fungi,8191827: Lepraria membranacea (Dicks.) Vain.
8193111,Melilotus officinalis (L.) Lam.,SPECIES,ACCEPTED,Plantae,7520471: Trigonella officinalis (L.) Coulot & Rabaute | 8193111: Melilotus officinalis (L.) Lam.
8193400,Melampsora euphorbiae (Ficinus & C.Schub.) Castagne,SPECIES,ACCEPTED,Fungi,2514054: Melampsora helioscopiae (Pers.) G.Winter | 8193400: Melampsora euphorbiae (Ficinus & C.Schub.) Castagne
8193816,"Cystobasidium slooffiae (E.K.Novák & Vörös-Felkai) Yurkov, Kachalkin, H.M.Daniel, M.Groenew., Libkind, V.de García, Zalar, Gouliam., Boekhout & Begerow",SPECIES,ACCEPTED,Fungi,"8193816: Cystobasidium slooffiae (E.K.Novák & Vörös-Felkai) Yurkov, Kachalkin, H.M.Daniel, M.Groenew., Libkind, V.de García, Zalar, Gouliam., Boekhout & Begerow"
8193926,Russula curtipes F.H.Møller & Jul.Schäff.,SPECIES,ACCEPTED,Fungi,8193926: Russula curtipes F.H.Møller & Jul.Schäff.
8194087,Arabis verna (L.) R.Br.,SPECIES,DOUBTFUL,Plantae,8194087: Arabis verna (L.) R.Br.
8194673,"Crypturgus pusillus (L.Gyllenhal, 1813)",SPECIES,ACCEPTED,Animalia,"8194673: Crypturgus pusillus (L.Gyllenhal, 1813)"
8195144,Rumex crispus L.,SPECIES,ACCEPTED,Plantae,8195144: Rumex crispus L.
8195160,Artemisia pontica L.,SPECIES,ACCEPTED,Plantae,8195160: Artemisia pontica L.
8195734,Candelariella vitellina,SPECIES,ACCEPTED,Fungi,8195734: Candelariella vitellina
8196434,Gentianella amarella (L.) Börner,SPECIES,ACCEPTED,Plantae,3169851: Gentianella amarella (L.) Harry Sm. | 8196434: Gentianella amarella (L.) Börner
8196495,"Asemum striatum (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"8196495: Asemum striatum (Linnaeus, 1758)"
8196562,Crepidotus subverrucisporus Pilát,SPECIES,ACCEPTED,Fungi,8196562: Crepidotus subverrucisporus Pilát
8196993,"Gobius paganellus Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"8196993: Gobius paganellus Linnaeus, 1758"
8198685,Euphorbia brittingeri Opiz ex Rchb.,SPECIES,ACCEPTED,Plantae,8198685: Euphorbia brittingeri Opiz ex Rchb.
8200022,"Gyalolechia flavovirescens (Wulfen) Søchting, Frödén & Arup",SPECIES,ACCEPTED,Fungi,2610097: Caloplaca flavovirescens (Wulfen) Dalla Torre & Sarnth.
8200154,"Gomphonema acuminatum Ehrenberg, 1832",SPECIES,ACCEPTED,Chromista,"8200154: Gomphonema acuminatum Ehrenberg, 1832"
8200663,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",SPECIES,ACCEPTED,Plantae,"5414985: Linaria cymbalaria (L.) Mill. | 7331861: Cymbalaria muralis subsp. muralis | 8200663: Cymbalaria muralis P.Gaertn., B.Mey. & Scherb. | 8317562: Cymbalaria muralis f. muralis"
8201503,"Ernoporicus caucasicus Balachowsky, 1949",SPECIES,ACCEPTED,Animalia,"8201503: Ernoporicus caucasicus Balachowsky, 1949"
8201540,"Desulfonema ishimotonii Fukui et al., 2000",SPECIES,ACCEPTED,Bacteria,"8201540: Desulfonema ishimotonii Fukui et al., 2000"
8201975,Jubula complanata (L.) Corda,SPECIES,ACCEPTED,Plantae,8201975: Jubula complanata (L.) Corda
8202118,"Orthotomicus suturalis Wood & Bright, 1992",SPECIES,ACCEPTED,Animalia,"8202118: Orthotomicus suturalis Wood & Bright, 1992"
8202450,"Bagous lutulentus Thomson C.G., 1865",SPECIES,ACCEPTED,Animalia,"8202450: Bagous lutulentus Thomson C.G., 1865"
8202521,"Piratula latitans (Blackwall, 1841)",SPECIES,ACCEPTED,Animalia,"2146725: Pirata latitans (Blackwall, 1841)"
8203051,Caloboletus calopus (Pers.) Vizzini,SPECIES,ACCEPTED,Fungi,5954916: Boletus calopus Pers.
8203538,Euphorbia esula L.,SPECIES,ACCEPTED,Plantae,7225893: Euphorbia esula subsp. esula | 8203538: Euphorbia esula L.
8203812,"Colias alfacariensis Ribbe, 1905",SPECIES,ACCEPTED,Animalia,"8203812: Colias alfacariensis Ribbe, 1905"
8204814,"Orthotomicus erosus Bright & Skidmore, 1997",SPECIES,ACCEPTED,Animalia,"8204814: Orthotomicus erosus Bright & Skidmore, 1997"
8205517,"Nesoselandria morio (Fabricius, 1781)",SPECIES,ACCEPTED,Animalia,"8205517: Nesoselandria morio (Fabricius, 1781)"
8206632,"Curculio nucum C.Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"8206632: Curculio nucum C.Linnaeus, 1758"
8206974,Cephaloziella spinigera (Lindb.) Warnst.,SPECIES,ACCEPTED,Plantae,8206974: Cephaloziella spinigera (Lindb.) Warnst.
8207952,Matthiola incana (L.) R.Br.,SPECIES,DOUBTFUL,Plantae,8207952: Matthiola incana (L.) R.Br.
8208185,"Neoboletus luridiformis (Rostk.) Gelardi, Simonini & Vizzini",SPECIES,ACCEPTED,Fungi,"8208185: Neoboletus luridiformis (Rostk.) Gelardi, Simonini & Vizzini"
8208190,"Anisotoma axillaris Gyllenhal, 1810",SPECIES,ACCEPTED,Animalia,"8208190: Anisotoma axillaris Gyllenhal, 1810"
8208358,Plantago lanceolata L.,SPECIES,ACCEPTED,Plantae,8208358: Plantago lanceolata L.
8208889,Uromyces dactylidis G.H.Otth,SPECIES,ACCEPTED,Fungi,2515515: Aecidium ranunculacearum DC. | 2515842: Uromyces poae Rabenh. | 8208889: Uromyces dactylidis G.H.Otth
8209343,"Bradyrhizobium ferriligni Yao et al., 2015",SPECIES,ACCEPTED,Bacteria,"8209343: Bradyrhizobium ferriligni Yao et al., 2015"
8209375,Rubus orthostachys (G.Braun) G.Braun,SPECIES,ACCEPTED,Plantae,8209375: Rubus orthostachys (G.Braun) G.Braun
8210228,Physcomitrium pyriforme (Hedw.) Bruch & Schimp.,SPECIES,DOUBTFUL,Plantae,8210228: Physcomitrium pyriforme (Hedw.) Bruch & Schimp. | 8285765: Physcomitrium pyriforme (Hedw.) Brid.
8210269,Puccinia hysterium Röhl.,SPECIES,ACCEPTED,Fungi,2515295: Aecidium cichoracearum DC. | 8210269: Puccinia hysterium Röhl.
8210670,"Paracorymbia maculicornis (Degeer, 1775)",SPECIES,ACCEPTED,Animalia,"1144020: Stictoleptura maculicornis Sautière & Jacquot, 2006 | 8210670: Paracorymbia maculicornis (Degeer, 1775)"
8211070,"Sciurus vulgaris Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"8211070: Sciurus vulgaris Linnaeus, 1758"
8211140,Southbya nigrella (De Not.) Henriq.,SPECIES,ACCEPTED,Plantae,8211140: Southbya nigrella (De Not.) Henriq.
8211646,"Methylomarinum vadi Hirayama et al., 2013",SPECIES,ACCEPTED,Bacteria,"8211646: Methylomarinum vadi Hirayama et al., 2013"
