Arachnopeziza eriobasis
Aradus fuscomaculatus
Araecerus fasciculatus
Aragoa abietina
Aralia californica
Aralia cordata
Aralia elata
Aralia racemosa
Araneus diadematus
Araneus pallidus
Araniella cucurbitina
Araschnia levana
Arboridia apicalis
Arbutus menziesii
Arbutus unedo
Arcanobacterium haemolyticum
Arcanobacterium pluranimalium
Arcanobacterium pyogenes
Arceuthobium douglasii
Archaeolacerta bedriagae
Archaeopsylla erinacei
Archanara geminipuncta
Archilochus alexandri
Archilochus colubris
Archips argyrospila
Archips cerasivorana
Archips crataegana
Archips fuscocupreanus
Archips machlopis
Archips micaceana
Archips mimicus
Archips podana
Archips purpurana
Archips rosana
Archips viola
Archips xylosteana
Archytas analis
Archytas apicifer
Arcobacter butzleri
Arcobacter cibarius
Arcobacter cryaerophilus
Arcobacter lanthieri
Arcobacter skirrowii
Arctia caja
Arctia villica
Arctium lappa
Arctium minus
Arctium tomentosum
Arctornis anserella
Arctornis kumatai
Arctostaphylos auriculata
Arctostaphylos columbiana
Arctostaphylos crustacea
Arctostaphylos edmundsii
Arctostaphylos glauca
Arctostaphylos hookeri
Arctostaphylos manzanita
Arctostaphylos montana
Arctostaphylos pallida
Arctostaphylos patula
Arctostaphylos pilosula
Arctostaphylos pringlei
Arctostaphylos pungens
Arctostaphylos silvicola
Arctostaphylos uva-ursi
Arctostaphylos viscida
Arctotheca calendula
Arctotheca prostrata
Arcyria
Arcyria incarnata
Arcyria obvelata
Arcytophyllum nitidum
Ardea alba
Ardea cinerea
Ardea herodias
Ardea purpurea
Arenaria lanuginosa
ARGAS AMERICANUS  =MINIATUS
Argas arboreus
Argas miniatus
Argas persicus
Arge cyanocrocea
Arge gracilicornis
Arge ustulata
Argemone albiflora
Argemone mexicana
Argemone platyceras
Argemone pleiacantha
Argemone sanguinea
Argentina anserina
Argentina silus
Argia vivida
Argiope argentata
Argiope aurantia
Argiope trifasciata
Argon lota
Argynnis adippe
Argynnis pandora
Argynnis paphia
Argyranthemum frutescens
Argyranthemum tenerifae
Argyresthia albistria
Argyresthia aureoargentella
Argyresthia canadensis
Argyresthia castaneella
Argyresthia goedartella
Argyresthia pruniella
Argyresthia thuiella
Argyrotaenia citrana
Argyrotaenia cupressae
Argyrotaenia franciscana
Argyrotaenia occultana
Argyrotaenia pinatubana
Argyrotaenia provana
Argyrotaenia tabulana
Arhopalus coreanus
Aria edulis
Arianta arbustorum
Ariathisa abyssinia
Aricia agestis
Aricia cramera
Arilus cristatus
Aristea capitata
Aristea ecklonii
Aristida purpurea
Aristotelia chilensis
Aristotelia serrata
Arizelocichla masukuensis
Arma custos
Armadillidium vulgare
Armeria maritima
Armillaria fuscipes
Armillaria gallica
Armillaria heimii
Armillaria lutea
Armillaria mellea
Armillaria ostoyae
Armillaria tabescens
Armoracia rusticana
Arnica cordifolia
Arnica mollis
Arnica montana
Arnium
Arnium apiculatum
Arnium caballinum
Arnium hirtum
Arnium leporinum
Arnium macrotheca
Arnium mendax
Arnium olerum
Arnoglossum atriplicifolium
Arnoglossum reniforme
Aroa virus
Arocatus rusticus
Aromia moschata
Aronia melanocarpa
Arracacia elata
Arremon brunneinucha
Arremon flavirostris
Arrenodes minutus
Arrhenatherum elatius
Arrhenophagus chionaspidis
Artaxa guttata
Artemisia absinthium
Artemisia californica
Artemisia douglasiana
Artemisia dracunculus
Artemisia frigida
Artemisia tridentata
Artemisia vulgaris
Arthaldeus pascuellus
Arthonia excipienda
Arthopyrenia plumbaria
Arthrobacter gandavensis
Arthrocnodax fraxinellus
Arthroderma
Arthroderma gypseum
Arthroderma simii
Arthroderma vanbreuseghemii
Arthrolytus ocellus
Arthuriomyces peckianus
Artibeus hartii
Artibeus jamaicensis
Artibeus lituratus
Artibeus obscurus
Artibeus phaeotis
Artibeus planirostris
Artipe eryx
Artipus floridanus
Aruncus dioicus
Arundo donax
Arytaina genistae
Arytainilla spartiophila
Asaphes aequatus
Asaphes suspensus
Asaphes vulgaris
Asaphidion flavipes
Asaphidion pallipes
Ascalapha odorata
Ascaridia galli
Ascaridia lineata
Ascaridia perspicillum
Ascaridia styphlocerca
Ascaris capsularia
Ascaris lumbricoides
Ascaris suum
Ascia monuste
Ascia sp.
Asciodema obsoletum
Asclepias amplexicaulis
Asclepias asperula
Asclepias cordifolia
Asclepias cryptoceras
Asclepias curassavica
Asclepias eriocarpa
Asclepias erosa
Asclepias fascicularis
Asclepias glaucescens
Asclepias hallii
Asclepias hirtella
Asclepias incarnata
Asclepias linaria
Asclepias meadii
Asclepias notha
Asclepias oenotheroides
Asclepias otarioides
Asclepias perennis
Asclepias purpurascens
Asclepias speciosa
Asclepias subulata
Asclepias subverticillata
Asclepias sullivantii
Asclepias syriaca
Asclepias tuberosa
Asclepias uncialis
Asclepias verticillata
Asclepias viridis
Asclepias curassavica
Asclera nigra
Ascobolus
Ascobolus albidus
Ascobolus boudieri
Ascobolus brassicae
Ascobolus ciliatus
Ascobolus crenulatus
Ascobolus degluptus
Ascobolus elegans
Ascobolus equinus
Ascobolus immersus
Ascobolus lignatilis
Ascobolus mancus
Ascobolus minutus
Ascobolus roseopurpurascens
Ascobolus stercorarius
Ascobolus stictoideus
Ascocalyx
Ascochyta
Ascochyta caricae
Ascochyta elsholtziae
Ascochyta eriobotryae
Ascochyta fagopyri
Ascochyta fraxini
Ascochyta grossulariae
Ascochyta heraclei
Ascochyta pallida
Ascochyta symphoricarpi
Ascochyta tecomae
Ascochyta tenerrima
Ascochyta velata
Ascochytella symphoricarpi
Ascocoryne cylichnium
Ascocoryne sarcoides
ASCOCOTYLE (A.) LEIGHI
ASCOCOTYLE (A.) TENUICOLLIS
Ascocotyle leighi
Ascocotyle mollienisicola
Ascocotyle tenuicollis
Ascodesmis microscopica
Ascophanus bresadolae
Ascophanus cinerellus
Ascosphaera apis
Ascospora erythrostoma
Ascotis selenaria
Ascozonus crouanii
Ascozonus cunicularius
Ascozonus parvisporus
Ascozonus subhirtus
Ascozonus woolhopensis
Asemum striatum
Ashmunella tetrodon
Ashworthius sidemi
Asilidae sp.
Asimina obovata
Asimina parviflora
Asimina triloba
Asio flammeus
Asio otus
Asio stygius
Asota plaginota
Aspalathus retroflexa
Asparagus acutifolius
Asparagus albus
Asparagus aphyllus
Asparagus officinalis
Asparagus scandens
Asparagus setaceus
Aspergillus brasiliensis
Aspergillus carbonarius
Aspergillus ficuum
Aspergillus flavus
Aspergillus fumigatus
Aspergillus glaucus
Aspergillus niger
Asperisporium
Asperisporium vitiphyllum
Asperula cynanchica
Asperula orientalis
Asphodeline lutea
Asphodelus aestivus
Asphodelus ramosus
Aspidiotus destructor
Aspidiotus nerii
Aspidites ramsayi
Aspidonepsis diploglossa
Aspilia
Aspilia pluriseta
Aspilia silphioides
Asplenium onopteris
Asplenium serra
Asplenium trichomanes
Astacatrematula macrocotyla
Astelia banksii
Astelia trinervia
Aster ageratoides
Aster alpinus
Aster hispidus
Aster lanceolatus
Aster salicifolius
Aster tripolium
Aster yomena
Asterella rubi
Asteridiella rhaphiolepidis
Asterina fagarae
Asterocampa celtis
Asterolecanium arabidis
Asteroma
Asteroma alneum
Asteroma betulae
Asteroma geographicum
Asteroma robergei
Asteroma robergii
Asteromella bacteriiformis
Asteromella hederae
Asteromella platanoidis
Asteromella salicina
Asteromella velata
Asteroscopus sphinx
Asterosporium asterospermum
Asterostroma bicolor
Asterostroma gaillardii
Asterostroma muscicola
Astichus maculatus
Astichus micans
Astichus trifasciatipennis
Astragalus ackermanii
Astragalus alpinus
Astragalus bodinii
Astragalus canadensis
Astragalus humistratus
Astragalus lentiginosus
Astragalus mollissimus
Astragalus onobrychis
Astragalus pinetorum
Astragalus pycnostachyus
Astragalus tephrodes
Astragalus thurberi
Astragalus trichopodus
Astrantia major
Astrosphaeriella applanata
Astylopsis macula
Astylus quadrilineatus
Asystasia gangetica
Atalopedes campestris
Atelerix algirus
Atethmia centrago
Athalia rosae
Athamanta cretensis
Athamanta montana
Athanasia crithmifolia
Athelia alnicola
Athelia arachnoidea
Athelia epiphylla
Athelia rolfsii
Athelopsis glaucina
Athelopsis lembospora
Athene cunicularia
Athene noctua
Atheta crassicornis
Atheta elongatula
Atheta fungicola
Atheta oblita
Atheta palustris
Atheta triangulum
Athetis reclusa
Athous bicolor
Athous subfuscus
Athous zebei
Athrycia curvinervis
Athyrium filix-femina
Athysanus argentarius
Atichia glomerulosa
Atimastillas flavicollis
Atlapetes albofrenatus
Atlapetes pallidinucha
Atlapetes schistaceus
Atlides halesus
Atocion armeria
Atomaria atricapilla
Atomaria basalis
Atomaria fuscata
Atomaria linearis
Atomaria nigriventris
Atomaria punctithorax
Atopospora betulina
Atrecus macrocephalus
Atrichopogon epicautae
Atriplex lentiformis
Atriplex littoralis
Atriplex semibaccata
Atropa belladonna
Atrophaneura varuna
Atta mexicana
Attacus atlas
Attagenus punctatus
Attelabus nitens
Atteva aurea
Atthis heloisa
Attila rufus
Atuphora stictica
Atyphloceras nuperus
Aubrieta deltoidea
Aubrieta gracilis
Aubrieta var.
Auerswaldiella nervisequens
Augochlora pura
Augochlora semiramis
Augochlorella aurata
Augochlorella ephyra
Augochlorella persimilis
Augochlorella pomoniella
Augochlorella striata
Augochloropsis metallica
Aulacaspis rosae
Aulacorhynchus prasinus
Aulacorthum solani
Aulagromyza cornigera
Aulagromyza hendeliana
Aulagromyza heringii
Aulographum hederae
Aulographum sarmentorum
Aulogymnus arsames
Aulogymnus bicolor
Aulogymnus euedoreschus
Aulogymnus gallarum
Aulogymnus skianeuros
Aulogymnus testaceoviridis
Aulogymnus trilineatus
Aulonemia queko
Aulonothroscus brevicollis
Aureobasidium apocryptum
Aureobasidium pullulans
Aureobasidium vitis
Aureoboletus mirabilis
Aureolaria grandiflora
Auricularia auricula
Auricularia auricula-judae
Auricularia mesenterica
Aurinia saxatilis
Aurinia saxatilis
Auriscalpium vulgare
Australian grapevine
Australian grapevine viroid
Austrobilharzia penneri
Austroeupatorium inulifolium
Austropuccinia psidii
Autoba abrupta
Autoba brachygonia
Autochton potrillo
Autographa gamma
Automeris annulata
Automeris aurantiaca
Automeris banus
Automeris complicata
Automeris coresus
Automeris denticulatus
Automeris io
Automeris iris
Automeris maeonia
Automeris melanops
Automeris randa
Automeris rubrescens
Automeris styx
Automeris tridens
Automeris zephyria
Automeris zozine
Automeris zugana
Autoplusia illustrata
Avastrovirus 2
Avena sativa
Averrhoa carambola
Aves polyomavirus 1
Avian adeno-associated virus
Avian carcinoma Mill Hill virus 2
Avian carcinoma virus
Avian coronavirus
Avian dependoparvovirus 1
Avian endogenous retrovirus EAV-HP
Avian leukosis virus
Avian metaavulavirus 10
Avian metaavulavirus 11
Avian metaavulavirus 15
Avian metaavulavirus 2
Avian metaavulavirus 6
Avian metaavulavirus 8
Avian metapneumovirus
Avian myeloblastosis virus
Avian myelocytomatosis virus
Avian myelocytomatosis virus 29
Avian orthoavulavirus 1
Avian orthoavulavirus 12
Avian orthoavulavirus 13
Avian orthoavulavirus 16
Avian orthoavulavirus 17
Avian orthoavulavirus 18
Avian orthoavulavirus 19
Avian orthoavulavirus 9
Avian orthoreovirus
Avian paramyxovirus 2
Avian paramyxovirus 3
Avian paramyxovirus 4
Avian retrovirus IC10
Avian sarcoma virus CT10
Avibacterium avium
Avibacterium endocarditidis
Avibacterium gallinarum
Avibacterium paragallinarum
Avibacterium volantium
Avicennia germinans
Avicennia marina
Avihepatovirus A
Avisivirus A
Avisivirus B
Avisivirus C
Avisivirus Pf-CHK1/AsV
Avitellina centripunctata
Axestotrigona ferruginea
Axima zabriskiei
Axinaea macrophylla
Axonopus compressus
Axonopus scoparius
Azara dentata
Azelia nebulosa
Azelia triquetra
Azelia zetterstedtii
Azochis gripusalis
Azolla filiculoides
Azorina vidalii
Babesciella berbera
Babesia bigemina
Babesia bovis
Babesia divergens
Babesia gibsoni
Babesia major
Babesia microti
Babesia occultans
Babesia odocoilei
Babesia ovata
Babesia ovis
Babesia rodhaini
Babiana odorata
Baccha elongata
Baccharis articulata
Baccharis bogotensis
Baccharis buxifolia
Baccharis conferta
Baccharis coridifolia
Baccharis douglasii
Baccharis glabrata
Baccharis glutinosa
Baccharis halimifolia
Baccharis latifolia
Baccharis linearis
Baccharis macrantha
Baccharis neglecta
Baccharis pilularis
Baccharis salicifolia
Baccharis salicina
Baccharis sarothroides
Baccharis tandilensis
Baccharis tricuneata
Baccharis trimera
Baccharis trinervis
Bacidia rubella
Bacillaria paxillifer
Bacillus altitudinis
Bacillus amyloliquefaciens
Bacillus anthracis
Bacillus barbaricus
Bacillus cereus
Bacillus circulans
Bacillus coagulans
Bacillus flexus
Bacillus fusiformis
Bacillus licheniformis
Bacillus megaterium
Bacillus mycoides
Bacillus nealsonii
Bacillus niabensis
Bacillus pumilus
Bacillus rossius
Bacillus simplex
Bacillus sphaericus
Bacillus thuringiensis
Bacillus weihenstephanensis
Backhousia citriodora
Bactericera cockerelli
Bacteroides barnesiae
Bacteroides fragilis
Bacteroides gallinarum
Bacteroides salanitronis
Bacteroides vulgatus
Bactrocera oleae
Bactrodesmium abruptum
Bactrodesmium arnaudii
Bactrodesmium betulicola
Bactrodesmium obliquum
Bactrodesmium pallidum
Badhamia utricularis
Badister bullatus
Badula insularis
Badula platyphylla
Badumna longinqua
Baeolophus bicolor
Baeopelma foersteri
Baeopogon indicator
Baeospora myosura
Bagnisiella australis
Bahiopsis laciniata
Bahiopsis parishii
Baileya multiradiata
Baillonius bailloni
Balanorchis anastrophus
Balduina angustifolia
Balionycteris maculata
Ballota nigra
Ballus chalybeius
Ballus rufipes
Balsamorhiza careyana
Banara guianensis
Banisteriopsis muricata
Banksia integrifolia
Banksia marginata
Banksia spinulosa
Banna virus
Banzi virus
Baptisia bracteata
Baptisia tinctoria
Barbarea vulgaris
Baris deplanata
Baris lepidii
Barkleyanthus salicifolius
Barmah Forest virus
Barnadesia spinosa
Barnardia japonica
Barnardius zonarius
Barnesiella viscericola
Barssia oregonensis
Bartonella alsatica
Bartonella bovis
Bartonella capreoli
Bartonella chomelii
Bartonella florencae
Bartonella grahamii
Bartonella henselae
Bartonella schoenbuchensis
Bartsia alpina
Baruscapillaria obsignata
Barypeithes pellucidus
Baryphthengus ruficapillus
Baryscapus anasillus
Baryscapus barbarae
Baryscapus bruchophagi
Baryscapus ceroplastophilus
Baryscapus diaphantus
Baryscapus elasmi
Baryscapus modestus
Baryscapus nigroviolaceus
Baryscapus pallidae
Baryscapus servadeii
Baryscapus sugonjaevi
Basella alba
Basidioradulum radula
Bassariscus astutus
Bathmocercus rufus
Bathynectes maravigna
Batkoa apiculata
Batocera rufomaculata
Batophila rubi
Batrachedra praeangusta
Batrachochytrium dendrobatidis
Battus laodamas
Battus philenor
Battus polydamas
Bauhinia divaricata
Bauhinia purpurea
Bauhinia variegata
Bavaria virus
Baylisascaris procyonis
Baylisascaris transfuga
Bean yellow mosaic virus
Beaucarnea recurvata
Beauveria bassiana
Beauveria bassiana polymycovirus 1
Beauveria bassiana RNA virus 1
Beauveria bassiana victorivirus 1
Beauveria bassiana victorivirus NZL/1980
Beauveria varroae
Bebbia atriplicifolia
Bebbia juncea
Bee Macula-like virus
Beet ringspot virus
Begonia cucullata
Begonia tuberhybrida
Begonia urticae
Behrensia conchiformis
Bejaria aestuans
Bejaria racemosa
Bejaria resinosa
Belenois aurota
Belenois java
Belippa cyanopasta
Bellardia bayeri
Bellardia pandia
Bellis annua
Bellis perennis
Bellis sylvestris
Belonidium pruinosum
Belonidium sulphureum
Beloperone aurea
Belvosia bifasciata
Bematistes aganice
Bembecia marginatum
Bembidion lampros
Bembidion obtusum
Bembidion properans
Bembidion quadrimaculatum
Bembix americana
Bembix spinolae
Bemisia tabaci
Bena bicolorana
Benincasa pruriens
Bephratelloides cubensis
Berberis aquifolium
Berberis bealei
Berberis buxifolia
Berberis darwinii
Berberis julianae
Berberis nervosa
Berberis rigidifolia
Berberis tabiensis
Berberis thunbergii
Berberis trifoliolata
Berberis wilsoniae
Bergenia crassifolia
Berkleasmium moriforme
Berlandiera lyrata
Berlesiella
Berrimah ephemerovirus
Berrimah virus
Berteroa incana
Bertia moriformis
Berylmys bowersi
Berytinus clavipes
Besleria riparia
Besnoitia besnoiti
Besnoitia oryctofelisi
Beta vulgaris
Betacoronavirus 1
Betacoronavirus sp.
Betonica officinalis
Bettongia lesueur
Betula alleghaniensis
Betula nigra
Betula papyrifera
Betula pendula
Betula populifolia
Betula pubescens
Betulaphis brevipilosa
Betulaphis quadrituberculata
Betulina fuscostipitata
Beverwykella pulmonaria
Bhanja bandavirus
Bhanja virus
Biatora nobilis
Bibersteinia trehalosi
Bibio albipennis
Bibio hortulanus
Bibio slossonae
Bicyrtes quadrifasciatus
Bidens alba
Bidens andicola
Bidens aristosa
Bidens aurea
Bidens bipinnata
Bidens cernua
Bidens frondosa
Bidens laevis
Bidens odorata
Bidens pilosa
Bidens trichosperma
Bidens triplinervia
Bifidobacterium coryneforme
Bifidobacterium cuniculi
Bifidobacterium gallinarum
Bifidobacterium magnum
Bifidobacterium merycicum
Bifidobacterium pseudocatenulatum
Bifidobacterium pullorum
Bifidobacterium ruminantium
Bifidobacterium saeculare
Billia rosea
Bionectria ochroleuca
Biorhiza pallida
Biphyllus lunatus
Biscogniauxia marginata
Biscogniauxia mediterranea
Biscogniauxia nummularia
Biscutella didyma
Bison bison
Bison bonasus
Bispora antennata
Bispora betulina
Bisporella citrina
Bisporella sulfurina
Biston bengaliaria
Biston betularia
Biston robustus
Biston suppressaria
Bistorta amplexicaulis
Bistorta officinalis
Bistorta tenuicaulis
Bistorta vivipara
Bittacus chlorostigma
Bitter gourd yellow vein virus
Bjerkandera adusta
Bjerkandera fumosa
Black queen cell virus
Black raspberry necrosis virus
Blackcurrant reversion virus
Blakea granatensis
Blarina brevicauda
Blastobasis eriobotryae
Blastobasis lacticolella
Blastobasis ochromorpha
Blastocrithidia euschisti
Blastocystis hominis
Blastophaga psenes
Blastothrix aprica
Blastothrix erythrostetha
Blastothrix hedqvisti
Blastothrix hungarica
Blastothrix ilicicola
Blastothrix longipennis
Blastothrix sericea
Blechnum occidentale
Bleda syndactyla
Bledius erraticus
Blennogeneris spissipes
Blennosperma nanum
Blepharidopterus angulatus
Blepharidopterus chlorionis
Blepharidopterus diaphanus
Blepharita satura
Blepharocalyx salicifolius
Blephilia ciliata
Blephilia hirsuta
Blissus leucopterus
Blondelia nigripes
Bloomeria crocea
Bloxamia leucophthalma
Bluetongue virus
Blumeriella jaapii
Boa constrictor
Bocconia frutescens
Boechera bodiensis
Boechera dentata
Boechera retrofracta
Boehmeria cylindrica
Boehmeria nivea
Boeremia exigua
Boeremia hedericola
Bohemannia quadrimaculella
Boiga cyanea
Boiruna maculata
Boisea rubrolineata
Bolbitius psittacinus
Bolbitius reticulatus
Boletus
Boletus aereus
Boletus appendiculatus
Boletus calopus
Boletus legaliae
Boletus luridiformis
Boletus luridus
Boletus paluster
Boletus pulverulentus
Boletus queletii
Boletus regineus
Boletus reticulatus
Boletus subtomentosus
Bolitobius castaneus
Bolitochara lucida
Boloria selene
Boltonia asteroides
Bomarea multiflora
Bombardioidea bombardioides
Bombardioidea serignanensis
Bombardioidea stercoris
Bombiscardovia coagulans
Bombus (Thoracobombus) muscorum
Bombus affinis
Bombus appositus
Bombus auricomus
Bombus barbutellus
Bombus bifarius
Bombus bimaculatus
Bombus bohemicus
Bombus borealis
Bombus californicus
Bombus caliginosus
Bombus campestris
