Ilione albiseta
Ilione lineata
Ilithucia centrotoides
Ilithucia nasuta
Illex coindetii
Illosporiopsis christiansenii
Illosporium diedickeanum
Ilyobates bennetti
Ilyonectria destructans
Imbrasia ertli
Imbrasia gueinzii
Imbrasia oyemensis
Imbrasia petiveri
Impatiens balfourii
Impatiens balsamina
Impatiens capensis
Impatiens cuspidata
Impatiens delabathiana
Impatiens glandulifera
Impatiens noli-tangere
Impatiens pallida
Impatiens parviflora
Impatiens scabrida
Impatiens sodenii
Impatiens textorii
Impatiens walleriana
Imshaugia aleurites
Inachis io
Incisalia eryphon
Incrucipulum ciliare
Incrupila melatheja
Incurvaria pectinea
Incurvaria rubiella
Incurvaria tenuicornis
Indarbela dea
Indarbela tetraonis
Indiana vesiculovirus
Indri indri
Inermocoelotes inermis
Infectious bursal disease virus
Influenza A virus
Influenza C virus
Influenza D virus
Inga vera
Inocutis dryophila
Inocutis rheades
Inocybe
Inocybe adaequata
Inocybe calamistrata
Inocybe geophylla
Inocybe griseolilacina
Inocybe ionocephala
Inocybe obscurobadia
Inocybe sororia
Inocybe subcarpta
Inocybe xanthomelas
Inonotopsis subiculosa
Inonotus circinatus
Inonotus cuticularis
Inonotus dryadeus
Inonotus hispidus
Inonotus munzii
Inonotus obliquus
Inonotus radiatus
Insignorthezia insignis
Intsia bijuga
Inula helenium
Involvulus caeruleus
Iochroma cyaneum
Iodophanus carneus
Iole propinqua
Iphiclides feisthamelii
Iphiclides podalirius
Ipomoea batatas
Ipomoea crinicalyx
Ipomoea hederacea
Ipomoea lacunosa
Ipomoea pandurata
Ipomoea pes-caprae
Ipomoea purpurea
Ipomoea tricolor
Ipomoea triloba
Ipomoea violacea
Ipomoea wightii
Ips cembrae
Ips pini
Ips sexdentatus
Ips typographus
Iragoides castanea
Iranolacerta brandtii
Irena puella
Irenina ligulariae
Iridomyrmex purpureus
Iridosornis rufivertex
Iris domestica
Iris douglasiana
Iris germanica
Iris hexagona
Iris missouriensis
Iris oratoria
Iris pseudacorus
Iris reticulata
Iris tectorum
Iris tuberosa
Iris versicolor
Irpex lacteus
Isa textula
Isachne globosa
Isaria farinosa
Isaria friesii
Isariopsis clavispora
Isatis tinctoria
Ischnaspis longirostris
Ischnoderma benzoinum
Ischnoderma resinosum
Ischnodes sanguinicollis
Ischnomera cinerascens
Ischnomera cyanea
Ischnomera sanguinicollis
Ischnopterapion loti
Ischnopterapion modestum
Ischnopterapion virens
Ischnosoma splendidum
Ischnura elegans
Ischnura verticalis
Ischyropalpus nitidulus
Isocoma acradenia
Isocoma arguta
Isocoma menziesii
Isocoma veneta
Isodon longitubus
Isodontia elegans
Isodontia mexicana
Isodontia philadelphica
Isolepis inundata
Isorhipis marmottani
Isothecium alopecuroides
Isotria verticillata
Isotricha intestinalis
Isotricha prostoma
Israeli acute paralysis virus
Issus coleoptratus
Itame ribearia
Itame wauaria
Itea parviflora
Itea virginica
Iva annua
Ivy ringspot-associated virus
Ixeridium dentatum
Ixobrychus minutus
Ixodes acuminatus
Ixodes acutitarsus
Ixodes banksi
Ixodes canisuga
Ixodes cookei
IXODES EICHHORNI
IXODES FESTAI
Ixodes hexagonus
Ixodes holocyclus
Ixodes ovatus
Ixodes persulcatus
Ixodes ricinus
Ixodes scapularis
IXODES SPINICOXALIS
Ixodes tanuki
Ixodes tasmani
Ixodes trianguliceps
Ixodes ventalloi
Ixora coccinea
Ixora parviflora
Ixoreus naevius
Jaagsiekte sheep retrovirus
Jacaranda mimosifolia
Jackrogersella multiformis
Jacobaea erucifolia
Jacobaea maritima
Jacobaea vulgaris
Jacquemontia reclinata
Jacquemontia tamnifolia
Jamesia americana
Jamides bochus
Jamides celeno
Jankowskia fuscaria
Jankowskia pseudathleta
Janssoniella caudata
Janua pagenstecheri
Japanagromyza viridula
Japanese encephalitis virus
Jasione montana
Jasminum nudiflorum
Jasminum officinale
Jasminum polyanthum
Jatropha gossypiifolia
Jatropha integerrima
Jaumea carnosa
Javesella pellucida
Jeanerettea bovis
Jeffersonia diphylla
Jepsonia parryi
Jikradia olitoria
Jodis lactearia
Johnstonella angustifolia
Josia aurimutua
Josia mononeura
Judolia cordifera
Juglans hindsii
Juglans neotropica
Juglans nigra
Juglans regia
Junco hyemalis
Juncus acutus
Juncus densiflorus
Juncus effusus
Juncus maritimus
Junghuhnia zonata
Jungia coarctata
Juniperus communis
Juniperus occidentalis
Juniperus virginiana
Junonia almana
Junonia atlites
Junonia coenia
Junonia evarete
Junonia genoveva
Junonia grisea
Junonia iphita
Junonia lemonias
Junonia villida
Juriniopsis adusta
Justicia americana
Justicia betonica
Justicia californica
Justicia procumbens
Kabatiella polyspora
Kabatina thujae
Kadam virus
Kaernefeltia merrillii
Kageneckia oblonga
Kalanchoe pinnata
Kaleva corynocera
Kallstroemia grandiflora
Kallstroemia parviflora
Kalmia angustifolia
Kalmia polifolia
Kampimodromus aberrans
Kampimodromus hmiminai
Kappapapillomavirus 1
Kappapapillomavirus 2
Karayevia clevei
Kashmir bee virus
Kaskaskia gleditsiae
Kateretes pennatus
Kaurava rufimarginella
Kavinia alboviridis
Keckiella antirrhinoides
Keckiella cordifolia
Kelisia punctulum
Kernia nitida
Kerria chinensis
Kerria japonica
Kerstersia gyiorum
Kickxia elatine
Kiefferia pericarpiicola
Kikihia ochrina
Kimberley ephemerovirus
Kinixys belliana
Kirschsteiniothelia aethiops
Kirschsteiniothelia atra
Kirschsteiniothelia thujina
Kissophagus hederae
Kittacincla malabarica
Klebsiella oxytoca
Klebsiella pneumoniae
Klebsiella variicola
Kleidocerys resedae
Kloeckera apiculata
Kluyvera ascorbata
Kluyvera cryocrescens
Knautia arvensis
Knautia integrifolia
Knautia macedonica
Kneiffiella alutacea
Knemidokoptes mutans
Knightia excelsa
Kniphofia rooperi
Kniphofia uvaria
Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN
Koeberlinia spinosa
Koelreuteria elegans
Koelreuteria paniculata
Kohleria hirsuta
Kokia cookei
Kokobera virus
Kolkwitzia amabilis
Koolpinyah ephemerovirus
Kophene snelleni
Kotonkan ephemerovirus
Kretzschmaria deusta
Krigia biflora
Krigia dandelion
Kuehneola uredinis
Kuehneromyces mutabilis
Kunzea ambigua
Labdia semicoccinea
Labidomera clivicollis
Labourdonnaisia calophylloides
Labrella piricola
Lacanobia oleracea
Laccaria amethystina
Laccaria laccata
Lacerta agilis
Lacerta bilineata
Lacerta media
Lacerta pamphylica
Lacerta schreiberi
Lacerta strigata
Lacerta trilineata
Lacerta viridis
Lachemilla aphanoides
Lachemilla orbiculata
Lachnanthes caroliana
Lachnella alboviolascens
Lachnella fuscocinnabarina
Lachnella sauteri
Lachnella villosa
Lachnellula agassizii
Lachnellula arida
Lachnellula calyciformis
Lachnellula occidentalis
Lachnellula pseudotsugae
Lachnellula resinaria
Lachnum
Lachnum acerinum
Lachnum bicolor
Lachnum castaneicola
Lachnum clandestinum
Lachnum echinulatum
Lachnum fuscescens
Lachnum patulum
Lachnum radotinense
Lachnum rhytismatis
Lachnum soppittii
Lachnum virgineum
Lachnus roboris
Lacinipolia meditata
Lactarius
Lactarius circellatus
Lactarius deliciosus
Lactarius deterrimus
Lactarius flavidus
Lactarius fluens
Lactarius lacunarum
Lactarius pterosporus
Lactarius pubescens
Lactarius pyrogalus
Lactarius rubrilacteus
Lactarius ruginosus
Lactarius subvernalis
Lactarius trivialis
Lactarius turpis
Lactarius vietus
Lactobacillus agilis
Lactobacillus brevis
Lactobacillus casei
Lactobacillus crispatus
Lactobacillus curvatus
Lactobacillus farciminis
Lactobacillus fermentum
Lactobacillus ingluviei
Lactobacillus johnsonii
Lactobacillus kunkeei
Lactobacillus mucosae
Lactobacillus plantarum
Lactobacillus reuteri
Lactobacillus ruminis
Lactobacillus sakei
Lactobacillus salivarius
Lactococcus garvieae
Lactococcus lactis
Lactuca canadensis
Lactuca floridana
Lactuca indica
Lactuca sativa
Lactuca serriola
Lactuca viminea
Laemobothrion maximum
Laemophloeus monilis
Laennecia coulteri
Laeosopis roboris
Laestadia mali
Laeticorticium minnsiae
Laetiporus baudonii
Laetiporus conifericola
Laetiporus sulphureus
Lafoensia acuminata
Lafresnaya lafresnayi
Lagerstroemia indica
Lagochilascaris sprenti
Lagomorph bocaparvovirus 1
Lagopoecus sinensis
Lagorchestes hirsutus
Lagria villosa
Lagunaria patersonia
Lake Sinai virus
Lake Sinai virus 1
Lake Sinai virus 2
Lake Sinai Virus NE
Lake Sinai Virus SA1
Lake Sinai Virus SA2
Lake Sinai Virus TO
Lambdina fervidaria
Lambdina fiscellaria
Lambertella jasmini
Lambertella tetrica
Lamiastrum galeobdolon
Laminosioptes cysticola
Lamium album
Lamium amplexicaule
Lamium galeobdolon
Lamium maculatum
Lamium purpureum
Lamourouxia virgata
Lampanyctus festivus
Lampanyctus pusillus
Lampides boeticus
Lampoterma bianellatum
Lamprodila festiva
Lamprolonchaea smaragdi
Lampronia capitella
Lampronia corticella
Lampronia oehlmaniella
Lampronia rubiella
Lamprosema lateritialis
Lamyra gulo
Laniarius ferrugineus
Laniarius luehderi
Lanice conchilega
Laniisoma elegans
Lanius collurio
Lanius excubitor
Lanius meridionalis
Lanius minor
Lanius senator
Lantana camara
Lantana involucrata
Lantana montevidensis
Lantana urticoides
Lantanophaga pusillidactyla
Lantanophaga pusillidactylus
Lanzia cuniculi
Lanzia echinophila
Lanzia lanaripes
Lanzia luteovirescens
Lanzia vacini
Laodelphax striatella
Laothoe populi
Laphria flavicollis
Laphria macquarti
Laphria thoracica
Lapine parvovirus
Laportea canadensis
Lapsana communis
Lapsanastrum apogonoides
Laricobius erichsoni
Laricobius erichsonii
Larinioides cornutus
Larinioides sclopetarius
Larix decidua
Larix laricina
Larix occidentalis
Larra bicolor
Larrea nitida
Larrea tridentata
Larssoniporia tropicalis
Larus argentatus
Larus armenicus
Larus cachinnans
Larus canus
Larus fuscus
Larus marinus
Lasiobelonium mollissimum
Lasiobolus diversisporus
Lasiocampa quercus
Lasiocampa trifolii
Lasiodiplodia missouriana
Lasiodiplodia theobromae
Lasiodiplodia viticola
Lasioglossum calceatum
Lasioglossum cinctipes
Lasioglossum coeruleum
Lasioglossum cognatum
Lasioglossum coreopsis
Lasioglossum cressonii
Lasioglossum crocinum
Lasioglossum cupromicans
Lasioglossum emirnense
Lasioglossum foxii
Lasioglossum fulvicorne
Lasioglossum gotham
Lasioglossum hitchensi
Lasioglossum imitatum
Lasioglossum incompletum
Lasioglossum laevigatum
Lasioglossum laevissimus
Lasioglossum leucozonium
Lasioglossum marginatum
Lasioglossum morio
Lasioglossum nigroviride
Lasioglossum oblongum
Lasioglossum parvulum
Lasioglossum pectorale
Lasioglossum pilosum
Lasioglossum quebecense
Lasioglossum reticulatum
Lasioglossum smeathmanellum
Lasioglossum tegulare
Lasioglossum versans
Lasioglossum villosulum
Lasioglossum viride
Lasioglossum zephyrum
Lasioglossum zonulum
Lasiommata megera
Lasionycteris noctivagans
Lasiophila circe
Lasioptera carophila
Lasioptera rubi
Lasioseius ometes
Lasiosphaeria
Lasiosphaeria caudata
Lasiosphaeria spermoides
Lasiosphaeria strigosa
Lasiurus borealis
Lasiurus cinereus
Lasius brunneus
Lasius emarginatus
Lasius fuliginosus
Lasius niger
Lassa mammarenavirus
Lassioglossum sp. 1
Lasthenia californica
Lasthenia gracilis
Lathraea squamaria
Lathrobium dilutum
Lathrobium fulvipenne
Lathrobium pallidum
Lathyrus latifolius
Lathyrus nissolia
Lathyrus odoratus
Lathyrus pratensis
Lathyrus pubescens
Lathyrus sylvestris
Lathyrus tuberosus
Latilica maculipes
Latreillia elegans
Latrodectus geometricus
Latrodectus hasselti
Laurus nobilis
Lauxania sp.
Lauxania sp. 2
Lauxaniidae sp.
Lauxaniidae sp. 1
Lavandula × intermedia
Lavandula angustifolia
Lavandula dentata
Lavandula pedunculata
Lavandula pinnata
Lavandula stoechas
Lavatera arborea
Lavatera trimestris
Lawsonia intracellularis
Layia platyglossa
Lebia bivittata
Lecanicillium fusisporum
Lecanicillium lecanii
Lecanidion
Lecanium corni
Lecanora circumborealis
Lecanora varia
Leccinum
Leccinum aurantiacum
Leccinum cyaneobasileucum
Leccinum pseudoscabrum
Leccinum scabrum
Lecithocera formosana
Lecithochirium grandiporum
Lecithochirium rufoviride
Leclercia adecarboxylata
Ledra aurita
Leea guineensis
Leersia hexandra
Leersia japonica
Legatus leucophaius
Leiobunum rotundum
Leiocephalus carinatus
Leioderes kollari
Leiothlypis celata
Leiothrix lutea
Leipoa ocellata
Leistus ferrugineus
Lejeunea flava
Lejeunea mandonii
Lejogaster metallina
Lejops contracta
Lejops lineatus
Lejops mexicanus
Lejops transfugus
Lemna gibba
Lemna minor
Lentaria patouillardii
Lentinellus cochleatus
Lentinellus ursinus
Lentinus arcularius
Lentoporia carbonica
Lenzites betulina
Lenzites elegans
Leonotis leonurus
Leonotis nepetifolia
Leontodon hispidus
Leontodon saxatilis
Leontodon tuberosus
Leontopithecus chrysomelas
Leontopodium nivale ex
Leonurus cardiaca
Leopoldamys edwardsi
Leopoldius signatus
Lepechinia calycina
Lepechinia salviifolia
Lepidium bipinnatifidum
Lepidium draba
Lepidium fremontii
Lepidium latifolium
Lepidium nitidum
Lepidium virginicum
Lepidomyces subcalceus
Lepidopus caudatus
Lepidosaphes conchiformis
Lepidosaphes ulmi
Lepidospartum squamatum
Lepidozia reptans
Lepiota coxheadii
Lepiota perplexa
Lepista
Lepista personata
Lepista saeva
Leporacarus gibbus
Leporid alphaherpesvirus 4
Leporid herpesvirus 4
Leptecophylla juniperina
Leptecophylla tameiameiae
Leptidea sinapis
Leptinotarsa decemlineata
Leptochaete carnosa
Leptocoma zeylonica
Leptocorisa chinensis
Leptocorisa oratorius
Leptodon smithii
Leptogamasus suecicus
Leptoglossus fulvicornis
Leptoglossus gonagra
Leptoglossus occidentalis
Leptoglossus oppositus
Leptoglossus phyllopus
Leptomastidea abnormis
Leptomastidea bifasciata
Leptomastix dactylopii
Leptomastix epona
Leptomastix nigrocoxalis
Leptometopa latipes
Leptomonas leptoglossi
Leptomonas mesnili
Leptomonas mirabilis
Leptonema illini
Leptophobia aripa
Leptophobia eleone
Leptophyes punctatissima
Leptoporus mollis
Leptopsylla segnis
Leptorchestes berolinensis
Leptosia nina
Leptosiphon pygmaeus
Leptosiphon serrulatus
Leptospermum laevigatum
Leptospermum scoparium
Leptospermum squarrosum
Leptosphaeria coniothyrium
Leptosphaeria cookei
Leptosphaeria doliolum
Leptosphaeria dumetorum
Leptosphaeria fusispora
Leptosphaeria libanotis
Leptosphaeria maculans
Leptosphaeria praetermissa
Leptospira borgpetersenii
Leptospira fainei
Leptospira interrogans
Leptospira kirschneri
Leptospira noguchii
Leptospira santarosai
Leptospira weilii
Leptospora rubella
Leptosporomyces fuscostratus
Leptosporomyces galzinii
Leptostroma hypophyllum
Leptostroma hypopyllum
Leptostylus gibbulosus
Leptosyne maritima
Leptotes cassius
Leptotes marina
Leptotes pirithous
Leptotes plinius
Leptothyrium
Leptothyrium alneum
Leptothyrium carpinicola
Leptothyrium carpophilum
Leptothyrium castaneae
Leptothyrium pseudotsugae
Leptotila rufaxilla
Leptoxyphium fumago
Leptura quadrifasciata
Leptura subhamata
Leptusa ruficollis
Lepus californicus
Lepyronia coleoptrata
Lepyrus capucinus
Lerema accius
Lerodea eufala
Lesbia nuna
Lespedeza cuneata
Lespedeza procumbens
Lespesia archippivora
Lespesia frenchii
Lestes viridis
Lestica clypeata
Letharia vulpina
Lethe sicelis
Leucaena leucocephala
Leucanella leucane
Leucanella memusae
Leucanthemella serotina
Leucanthemum maximum
Leucanthemum superbum
Leucanthemum vulgare
Leucas aspera
Leucas deflexa
Leucas martinicensis
Leucoagaricus georginae
Leucoagaricus ionidicolor
Leucoagaricus serenus
Leucochloridiomorpha constantiae
Leucochloridium variae
Leucocytozoon caulleryi
Leucocytozoon sabrazes
Leucocytozoon sabrazesi
Leucocytozoon schoutedeni
Leucodon sciuroides
Leucogyrophana romellii
Leucogyrophana sororia
Leucojum vernum
Leucoma salicis
Leuconostoc mesenteroides
Leucophobetron argentiflua
Leucophyllum frutescens
Leucopis atratula
Leucopoa kingii
Leucopogon fasciculatus
Leucoptera malifoliella
Leucoptera spartifoliella
Leucospis affinis
Leucospis dorsigera
Leucostoma persoonii
Leucostrophus alterhirundo
Leucotelium cerasi
Leucozona laternaria
Leucozona lucorum
Leucula festiva
Leveillula taurica
Lewia infectoria
Leycesteria formosa
Liasis fuscus
Liatris aspera
Liatris cymosa
Liatris punctata
Liatris pycnostachya
Liatris spicata
Libanotis coreana
Libellula depressa
Libellula needhami
Libertella betulina
Libertella parva
Libertella robiniae
Libytheana carinenta
Licania michauxii
Licania rigida
Licea crateriformis
Licea erddigensis
Licea kleistobolus
Licea margaritacea
Licea operculata
Licea parasitica
Lichenomphalia umbellifera
Lichenopeltella ammophilae
Lichtensia viburni
Lichtheimia corymbifera
Lignyodes bischoffi
Lignyodes enucleator
Lignyodes suturatus
Ligularia dentata
Ligularia japonica
Ligularia sibirica
Ligustrum japonicum
Ligustrum lucidum
Ligustrum obtusifolium
Ligustrum ovalifolium
Ligustrum sinense
Ligustrum vulgare
Lilioceris lilii
Lilium superbum
Limacella delicata
Limanda limanda
Limbarda crithmoides
Limenitis archippus
Limenitis arthemis
Limenitis camilla
Limenitis lorquini
Limenitis reducta
Limenitis weidemeyerii
Limnanthes douglasii
Limnobaris dolorosa
Limnobium laevigatum
Limnophora triangula
Limobius borealis
Limoniscus violaceus
Limonium perezii
Limonium sinuatum
Limonium vulgare
Limothrips cerealium
Limothrips denticornis
Linaria dalmatica
Linaria purpurea
Linaria vulgaris
Lindera benzoin
Lindernia dubia
Lindtneria
Lindtneria trachyspora
Linepithema humile
Linguatula lanceolata
Linguatula rhinaria
Linguatula serrata
Linguatula sp.
Linnaea amabilis
Linnaemya soror
Linnaemya vulpina
Linochilus phylicoides
Linochilus rosmarinifolius
Linognathus vituli
Linospora carpini
Linstowiella lutzi
Linstowiella szidati
Linum bienne
Linum catharticum
Linum lewisii
Linum usitatissimum
Linyphia hortensis
Linyphia triangularis
Liocarcinus corrugatus
Liocarcinus depurator
Liocarcinus holsatus
Liocarcinus marmoreus
Liocarcinus navigator
Liocichla steerii
Liocoris tripustulatus
Liocyrtusa minuta
Liocyrtusa vittata
Liogluta alpestris
Liohippelates collusor
Liolaemus tenuis
Lioligus striolatus
Liophloeus tessulatus
Lipaphis erysimi
Liparis liliifolia
Liparus coronatus
Liparus germanus
Lipaugus fuscocinereus
Lipaugus lanioides
Lipeurus caponis
Lipeurus tropicalis
Lipeurus variabilis
Lipophrys pholis
Lipoptena cervi
Lipoptena depressa
Lipotriches australica
Lipotriches digitata
Lipotriches semihirta
Lipotriches tridentata
Lippia alba
Lipsothrix nobilis
Liquidambar styraciflua
Liriodendron tulipifera
Liriomyza bogotensis
Liriomyza huidobrensis
Liriomyza menthavora
Liriomyza schmidti
Liriomyza trifolii
Lispe albitarsis
Lissodema cursor
Lissodema denticolle
Lissopimpla excelsa
Lissorhoptrus oryzophilus
Listeria innocua
Listeria ivanovii
Listeria monocytogenes
Listeria sp.
Listronotus bonariensis
Listronotus oregonensis
Litargus connexus
Litchi chinensis
Lithobates catesbeianus
Lithobius aeruginosus
Lithobius borealis
Lithobius crassipes
Lithobius curtipes
Lithobius macilentus
Lithobius muticus
Lithobius piceus
Lithophane bethunei
Lithophane furcifera
Lithophane hemina
Lithophane leautieri
Lithophane lemmeri
Lithophane semibrunnea
Lithophane socia
Lithophane thujae
Lithophane unimoda
Lithophragma cymbalaria
Lithosia quadra
Lithospermum canescens
Lithospermum multiflorum
Lithospermum purpurocaeruleum
Lithospermum ruderale
Lithraea caustica
Lithrea caustica
Litsea cubeba
Litsea japonica
Little cherry virus 1
Little cherry virus 2
Litus cynipseus
Lixophaga diatraeae
Lixus iridis
Ljungan virus
Lobaria pulmonaria
Lobatopedis foliicola
Lobelia cardinalis
Lobelia erinus
Lobelia inflata
Lobelia puberula
Lobelia spicata
Lobelia urens
Lobelia var.
Lobesia aeolopa
Lobesia botrana
Lobesia fetialis
Lobesia genialis
Lobesia sitophaga
Lobobunaea phaedusa
Lobularia maritima
Lochmaea capreae
Locustacarus buchneri
Locustella naevia
Loeselia mexicana
Lolium multiflorum
Lolium perenne
Lomariocycas schomburgkii
Lomaspilis marginata
Lomatia fraseri
Lomatium ambiguum
Lomatium columbianum
Lomatium dasycarpum
Lomatium nudicaule
Lomatium utriculatum
Lomelosia caucasica
Lomographa bimaculata
Lomographa temerata
Lon hobomok
Lon melane
Lon zabulon
Lonchaea fraxina
Lonchaea mallochi
Lonchaea nitens
Lonchaea patens
Lonchaea peregrina
Longidorus helveticus
Longitarsus atricillus
Longitarsus luridus
Longitarsus lycopi
Longitarsus melanocephalus
Longitarsus noricus
Longitarsus parvulus
Longitarsus pratensis
Longitarsus reichei
Longitarsus succineus
Lonicera caerulea
Lonicera etrusca
Lonicera hispidula
Lonicera japonica
Lonicera maackii
Lonicera morrowii
Lonicera oblongifolia
Lonicera periclymenum
Lonicera reticulata
Lonicera sempervirens
Lonicera subspicata
Lonicera tatarica
Lonicera xylosteum
Lopharia spadicea
Lophiopoacea winteri
Lophiostoma angustilabrum
Lophiostoma caulium
Lophiostoma compressum
Lophiostoma fuckelii
Lophiostoma macrostomum
Lophiostoma massarioides
Lophiostoma thujae
Lophiostoma viridarium
Lophiotrema curreyi
Lophium mytilinum
Lophius piscatorius
Lophocampa caryae
Lophocampa maculata
Lophocampa roseata
Lophocampa texta
Lophodermium foliicola
Lophodermium juniperinum
Lophodermium petiolicola
Lophodermium pinastri
Lophodermium sawadae
Lopholaimus antarcticus
Lophophanes cristatus
Lophornis helenae
Lophotrigona canifrons
Lophura leucomelanos
Lophura swinhoii
Lopidea robiniae
Lorandersonia linifolia
Loranthus europaeus
Loricera pilicornis
Loricula elegantula
Loriculus vernalis
Lotmaria passim
Lotus corniculatus
Lotus creticus
Lotus dorycnium
Lotus pedunculatus
Lotus tenuis
Lotus uliginosus
Louping ill virus
Loxia curvirostra
Loxigilla portoricensis
Loxodonta africana
Loxostege sticticalis
Lucanus cervus
Lucia limbaria
Lucilia ampullacea
Lucilia caesar
Lucilia cuprina
Lucilia illustris
Lucilia sericata
Lucilia silvarum
Ludia delegorguei
Ludwigia hexapetala
Ludwigia leptocarpa
Ludwigia nervosa
Ludwigia peploides
Ludwigia peruviana
Ludwigia polycarpa
Luellia recondita
Luma apiculata
Lumpy skin disease virus
Lunaria annua
Luperus flavipes
Luperus longicornis
Lupinus albifrons
Lupinus albus
Lupinus argenteus
Lupinus arizonicus
Lupinus bicolor
Lupinus bogotensis
Lupinus formosus
Lupinus interruptus
Lupinus latifolius
Lupinus microphyllus
Lupinus mutabilis
Lupinus nanus
Lupinus oscarii
Lupinus pubescens
Lupinus succulentus
Lupinus texensis
Luscinia luscinia
Luscinia megarhynchos
Luthrodes pandava
Lutra lutra
Lutzomyia longipalpis
Lybius bidentatus
Lycaena phlaeas
Lycalopex culpaeus
Lycalopex gymnocercus
Lychee viroid-like RNA
Lychnis flos-cuculi
Lycia hirtaria
Lycianthes lycioides
Lycium andersonii
Lycium carolinianum
Lycium chilense
Lycium chinense
Lycium fremontii
Lycium pallidum
Lycium rachidocladum
Lycogala epidendrum
Lycoperdon
Lycoperdon echinatum
Lycoperdon marginatum
Lycoperdon perlatum
Lycoperdon pyriforme
Lycopersicon esculentum
Lycophotia porphyrea
Lycopodium annotinum
Lycopus americanus
Lycopus europaeus
Lycopus virginicus
Lycorea cleobaea
Lycorea halia
Lycorea ilione
Lycorma delicatula
Lyctus linearis
Lydella stabulans
Lygaeus equestris
Lygaeus kalmii
Lygaeus turcicus
Lygidea mendax
Lygus lineolaris
Lygus pratensis
Lygus rugulipennis
Lymantor coryli
Lymantria dispar
Lymantria dissoluta
Lymantria monacha
Lymire albipennis
Lymphocytic choriomeningitis mammarenavirus
Lymphocytic choriomeningitis virus
Lynx lynx
Lynx pardinus
Lynx rufus
Lyoathelia laxa
Lyonetia clerkella
Lyonetia prunifoliella
Lyonia ferruginea
Lyonothamnus floribundus
Lyophyllum decastes
Lyophyllum favrei
Lyophyllum loricatum
Lysandra bellargus
Lysandra coridon
Lysimachia barystachys
Lysimachia candida
Lysimachia ciliata
Lysimachia lanceolata
Lysimachia thyrsiflora
Lysimachia vulgaris
Lythrum alatum
Lythrum californicum
Lythrum flagellare
Lythrum junceum
Lythrum salicaria
Lytta vesicatoria
Maackia amurensis
Macadamia integrifolia
Machaeranthera canescens
Machaeranthera tanacetifolia
Macleania rupestris
Macleaya cordata
Maclura pomifera
Maclura tinctoria
Macquartia tenebricosa
Macracanthorhynchus hirudinaceus
Macrargus rufus
Macrobdella ditetra
Macrocarpaea glabra
Macrocheles dentatus
Macrococcus caseolyticus
Macrodiplosis pustularis
Macrodiplosis roboris
Macrogalea candida
Macroglenes chalybeus
Macroglenes compressus
Macroglenes conjungens
Macroglenes penetrans
Macroglossum pyrrhosticta
Macroglossum stellatarum
Macroglossum trochilus
Macrolabis pavida
Macrolophus rubi
Macromesus americanus
Macromesus amphiretus
Macronus gularis
Macrophoma
Macrophoma cupressi
Macrophoma fagopyri
Macrophoma fraxini
Macrophoma numerosa
Macrophoma petrakiana
Macrophoma piri
Macrophoma samaricola
Macrophoma theicola
Macrophoma ulcinjensis
Macrophomina phaseolina
Macrophya annulata
Macrophya montana
Macrophya punctumalbum
Macropis europaea
Macropis sp.?
Macroprotodon brevis
Macroprotodon cucullatus
Macroprotodon mauritanicus
Macroptilium atropurpureum
Macroptilium lathyroides
Macropygia phasianella
Macropygia unchall
Macroramphosus scolopax
Macrosaccus robiniella
Macroscytus brunneus
Macrosiphum (Macrosiphum) rosae
Macrosiphum centranthi
Macrosiphum euphorbiae
Macrosiphum funestum
Macrosiphum rosae
Macrosporium fici
Macrosporium sydowianum
Macrosteles (Macrosteles) maculosus
Macrosteles laevis
Macrosteles sexnotatus
Macrotyphula juncea
Macrovipera lebetina
Macrovipera schweizeri
Madia elegans
Madia exigua
Maecolaspis monrosi
Maesa indica
Maesa perlarius
Magdalis (Edo) ruficornis
Magdalis cerasi
Magdalis ruficornis
Magicicada septendecim
Magicicada tredecim
Magnolia fraseri
Magnolia grandiflora
Magnolia macrophylla
Magnolia tripetala
Mahasena theivora
Mahonia aquifolium
Mahonia fremontii
Mahonia japonica
Mahonia nervosa
Maianthemum racemosum
Maianthemum stellatum
Maianthemum trifolium
Main Drain orthobunyavirus
Malachius bipustulatus
Malacocincla abbotti
Malacosoma americana
Malacosoma americanum
Malacosoma californica
Malacosoma disstria
Malacosoma neustria
Malacothamnus fasciculatus
Malacothamnus jonesii
Malacothrix fendleri
Malacothrix glabrata
Maladera insanabilis
Malassezia cuniculi
Malassezia pachydermatis
Malassezia sympodialis
Malignant rabbit fibroma virus
Malimbus rubricollis
Mallada basalis
Mallophora bomboides
Mallophora fautrix
Mallophora leschenaulti
Mallota cimbiciformis
Mallota florea
Mallota posticata
Mallotus japonicus
Mallotus repandus
Malosma laurina
Malpolon insignitus
Malpolon monspessulanus
Malthinus seriepunctatus
Malus coronaria
Malus domestica
Malus fusca
Malus pumila
Malus sieboldii
Malus sylvestris
Malva alcea
Malva arborea
Malva moschata
Malva multiflora
Malva neglecta
Malva parviflora
Malva pusilla
Malva sylvestris
Malva thuringiaca
Malvaviscus arboreus
Mamastrovirus 13
Mambarilla narosides
Mammalian 1 bornavirus
Mammalian 1 orthobornavirus
Mammalian orthoreovirus
Mammalian orthorubulavirus 5
Mammalian orthorubulavirus 6
Mammillaria dioica
Mammomonogamus laryngeus
Manacus aurantiacus
Manduca brontes
Manduca rustica
