"","speciesName_globi","canonicalName_GBIF.canonicalName","canonicalName_GBIF.scientificName","kingdom.kingdom","kingdom.matchType","usageKey"
"7877","Hypericum androsaemum",Hypericum androsaemum,NA,Plantae,NA, 3189525
"7878","Hypericum ascyron",Hypericum ascyron,NA,Plantae,NA, 3189479
"7879","Hypericum calycinum",Hypericum calycinum,NA,Plantae,NA, 3189497
"7880","Hypericum cerastioides",Hypericum cerastioides,NA,Plantae,NA, 6069333
"7881","Hypericum cistifolium",Hypericum cistifolium,NA,Plantae,NA, 3189466
"7882","Hypericum edisonianum",Hypericum edisonianum,NA,Plantae,NA, 8272499
"7883","Hypericum goyanesii",Hypericum goyanesii,NA,Plantae,NA, 3712226
"7884","Hypericum hirsutum",Hypericum hirsutum,NA,Plantae,NA, 7921919
"7885","Hypericum lycopodioides",Hypericum lycopodioides,NA,Plantae,NA, 3715144
"7886","Hypericum maculatum",Hypericum maculatum,NA,Plantae,NA, 6437017
"7887","Hypericum myricariifolium",Hypericum myricariifolium,NA,Plantae,NA, 3714244
"7888","Hypericum patulum",Hypericum patulum,NA,Plantae,NA, 3713491
"7889","Hypericum perforatum",Hypericum perforatum,NA,Plantae,NA, 3189486
"7890","Hypericum prolificum",Hypericum prolificum,NA,Plantae,NA, 3189471
"7891","Hypericum pulchrum",Hypericum pulchrum,NA,Plantae,NA, 3712747
"7892","Hypericum punctatum",Hypericum punctatum,NA,Plantae,NA, 3189495
"7893","Hypericum reptans",Hypericum reptans,NA,Plantae,NA, 3712281
"7894","Hypericum tenuifolium",Hypericum tenuifolium,NA,Plantae,NA, 3710846
"7895","Hypericum triquetrifolium",Hypericum triquetrifolium,NA,Plantae,NA, 3715163
"7896","Hypericum virginicum",NA,Hypericum virginicum L.,NA,EXACT, 3189593
"7897","Hyperimerus pusillus",Hyperimerus pusillus,NA,Animalia,NA, 1391570
"7898","Hyperomyzus (Hyperomyzus) lactucae",Hyperomyzus lactucae,NA,Animalia,NA, 2076866
"7899","Hyperomyzus lactucae",Hyperomyzus lactucae,NA,Animalia,NA, 2076866
"7900","Hyperoplus immaculatus",Hyperoplus immaculatus,NA,Animalia,NA, 2390012
"7901","Hyperoplus lanceolatus",Hyperoplus lanceolatus,NA,Animalia,NA, 2390014
"7902","Hyphantria cunea",Hyphantria cunea,NA,Animalia,NA, 1817797
"7903","Hyphoderma clavigerum",NA,Hyphoderma clavigerum (Bres.) Donk,NA,EXACT, 5239388
"7904","Hyphoderma setigerum",Hyphoderma setigerum,NA,Fungi,NA, 5245764
"7905","Hyphodermella corrugata",Hyphodermella corrugata,NA,Fungi,NA, 2542046
"7906","Hyphodontia breviseta",NA,Hyphodontia breviseta (P.Karst.) J.Erikss.,NA,EXACT, 2519023
"7907","Hyphodontia nespori",NA,Hyphodontia nesporii (Bres.) J.Erikss. & Hjortstam,NA,FUZZY, 6095881
"7908","Hyphodontia pallidula",Hyphodontia pallidula,NA,Fungi,NA, 2518963
"7909","Hyphodontia paradoxa",NA,Hyphodontia paradoxa (Schrad.) Langer & Vesterh.,NA,EXACT, 2518695
"7910","Hyphodontia pruni",NA,Hyphodontia pruni (Lasch) Svrček,NA,EXACT, 2519095
"7911","Hyphodontia quercina",Hyphodontia quercina,NA,Fungi,NA, 2518880
"7912","Hyphodontia radula",NA,Hyphodontia radula (Pers.) Langer & Vesterh.,NA,EXACT, 2518850
"7913","Hyphodontia rimosissima",NA,Hyphodontia rimosissima (Peck) Gilb.,NA,EXACT, 2518830
"7914","Hyphodontia sambuci",NA,Hyphodontia sambuci (Pers.) J.Erikss.,NA,EXACT, 2518803
"7915","Hyphodontia spathulata",Hyphodontia spathulata,NA,Fungi,NA, 2518983
"7916","Hyphodontia subalutacea",NA,Hyphodontia subalutacea (P.Karst.) J.Erikss.,NA,EXACT, 2518758
"7917","Hypholoma capnoides",Hypholoma capnoides,NA,Fungi,NA, 2533439
"7918","Hypholoma fasciculare",Hypholoma fasciculare,NA,Fungi,NA, 3293632
"7919","Hypholoma lateritium",Hypholoma lateritium,NA,Fungi,NA, 2533424
"7920","Hypholoma myosotis",Hypholoma myosotis,NA,Fungi,NA, 2533498
"7921","Hypholoma xanthocephalum",Hypholoma xanthocephalum,NA,Fungi,NA, 2533462
"7922","Hypnum circinale",Hypnum circinale,NA,Plantae,NA, 2681955
"7923","Hypoaspis aculeifer",NA,Hypoaspis aculeifer (G.Canestrini, 1884),NA,EXACT, 5800747
"7924","Hypoaspis oblongus",NA,Hypoaspis oblongus (Halbert, 1915),NA,EXACT, 6887614
"7925","Hypoaspis sardoa",NA,Hypoaspis sardoa (A.Berlese, 1911),NA,EXACT, 6887609
"7926","Hypoborus ficus",Hypoborus ficus,NA,Animalia,NA, 1219245
"7927","Hypocala andremona",Hypocala andremona,NA,Animalia,NA, 1781420
"7928","Hypocala subsatura",Hypocala subsatura,NA,Animalia,NA, 1781421
"7929","Hypocenomyce castaneocinerea",Hypocenomyce castaneocinerea,NA,Fungi,NA, 2600785
"7930","Hypocenomyce scalaris",Hypocenomyce scalaris,NA,Fungi,NA, 3434172
"7931","Hypochaeris radicata",Hypochaeris radicata,NA,Plantae,NA, 3093702
"7932","Hypochnicium",Hypochnicium,NA,Fungi,NA, 2518654
"7933","Hypochnicium eichleri",Hypochnicium eichleri,NA,Fungi,NA, 2543535
"7934","Hypochnicium subrigescens",Hypochnicium subrigescens,NA,Fungi,NA, 2543565
"7935","Hypochnicium vellereum",NA,Hypochnicium vellereum (Ellis & Cragin) Parmasto,NA,EXACT, 2532934
"7936","Hypocopra brefeldii",Hypocopra brefeldii,NA,Fungi,NA, 2576626
"7937","Hypocopra equorum",Hypocopra equorum,NA,Fungi,NA, 2576611
"7938","Hypocopra merdaria",Hypocopra merdaria,NA,Fungi,NA, 2576621
"7939","Hypocopra planispora",Hypocopra planispora,NA,Fungi,NA, 2576625
"7940","Hypocrea",Hypocrea,NA,Fungi,NA, 2553183
"7941","Hypocrea argillacea",Hypocrea argillacea,NA,Fungi,NA, 2561464
"7942","Hypocrea cupularis",Hypocrea cupularis,NA,Fungi,NA, 8189117
"7943","Hypocrea gelatinosa",Hypocrea gelatinosa,NA,Fungi,NA, 9221615
"7944","Hypocrea koningii",NA,Hypocrea koningii Lieckf., Samuels & W.Gams,NA,EXACT, 2561536
"7945","Hypocrea pachybasioides",Hypocrea pachybasioides,NA,Fungi,NA, 2561444
"7946","Hypocrea pulvinata",NA,Hypocrea pulvinata Fuckel,NA,EXACT, 2561424
"7947","Hypocrea rufa",Hypocrea rufa,NA,Fungi,NA, 9243141
"7948","Hypocritanus lemur",Hypocritanus lemur,NA,Animalia,NA,11136517
"7949","Hypocryphalus dilutus",Hypocryphalus dilutus,NA,Animalia,NA,10275180
"7950","Hypoderaeum conoideum",Hypoderaeum conoideum,NA,Animalia,NA, 2505722
"7951","Hypoderma actaeon",Hypoderma actaeon,NA,Animalia,NA, 1587285
"7952","Hypoderma bovis",Hypoderma bovis,NA,Animalia,NA, 1587301
"7953","Hypoderma diana",Hypoderma diana,NA,Animalia,NA, 1587290
"7954","Hypoderma hederae",Hypoderma hederae,NA,Fungi,NA, 5255760
"7955","Hypoderma lineatum",Hypoderma lineatum,NA,Animalia,NA, 1587295
"7956","Hypoderma rubi",Hypoderma rubi,NA,Fungi,NA, 5255711
"7957","Hypoderma tarandi",Hypoderma tarandi,NA,Animalia,NA, 1587286
"7958","Hypogymnia apinnata",Hypogymnia apinnata,NA,Fungi,NA, 2606461
"7959","Hypogymnia enteromorpha",NA,Hypogymnia enteromorpha (Ach.) Nyl.,NA,EXACT, 2606491
"7960","Hypogymnia imshaugii",Hypogymnia imshaugii,NA,Fungi,NA, 2606495
"7961","Hypogymnia metaphysodes",Hypogymnia metaphysodes,NA,Fungi,NA, 2606516
"7962","Hypogymnia oceanica",Hypogymnia oceanica,NA,Fungi,NA, 2606480
"7963","Hypogymnia physodes",Hypogymnia physodes,NA,Fungi,NA, 7247635
"7964","Hypogymnia tubulosa",Hypogymnia tubulosa,NA,Fungi,NA, 2606511
"7965","Hypolimnas bolina",Hypolimnas bolina,NA,Animalia,NA, 1910629
"7966","Hypolimnas misippus",Hypolimnas misippus,NA,Animalia,NA, 1910628
"7967","Hypolimnas salmacis",Hypolimnas salmacis,NA,Animalia,NA, 1910663
"7968","Hypomolis aeruginosa",Hypomolis aeruginosa,NA,Animalia,NA, 1806493
"7969","Hypomyces polyporinus",Hypomyces polyporinus,NA,Fungi,NA, 2561903
"7970","Hyponectria cookeana",Hyponectria cookeana,NA,Fungi,NA, 2575711
"7971","Hypopyra vespertilio",Hypopyra vespertilio,NA,Animalia,NA, 1769772
"7972","Hyposidra apioleuca",Hyposidra apioleuca,NA,Animalia,NA, 1958422
"7973","Hyposidra talaca",Hyposidra talaca,NA,Animalia,NA, 1958454
"7974","Hypospila bifrons",Hypospila bifrons,NA,Fungi,NA, 9310011
"7975","Hypospilina bifrons",Hypospilina bifrons,NA,Fungi,NA, 9224230
"7976","Hypospilina pustula",Hypospilina pustula,NA,Fungi,NA, 2567109
"7977","Hypothenemus eruditus",Hypothenemus eruditus,NA,Animalia,NA, 7853292
"7978","Hypothenemus hampei",Hypothenemus hampei,NA,Animalia,NA, 7766801
"7979","Hypothenemus javanus",Hypothenemus javanus,NA,Animalia,NA, 1226241
"7980","Hypothymis azurea",Hypothymis azurea,NA,Animalia,NA, 2486625
"7981","Hypotrachyna sinuosa",Hypotrachyna sinuosa,NA,Fungi,NA, 2605504
"7982","Hypoxis hirsuta",Hypoxis hirsuta,NA,Plantae,NA, 2852794
"7983","Hypoxylon",Hypoxylon,NA,Fungi,NA, 2560481
"7984","Hypoxylon cercidicola",Hypoxylon cercidicola,NA,Fungi,NA, 5254693
"7985","Hypoxylon cohaerens",NA,Hypoxylon cohaerens (Pers.) Fr.,NA,EXACT, 5255004
"7986","Hypoxylon fragiforme",Hypoxylon fragiforme,NA,Fungi,NA, 5254672
"7987","Hypoxylon fuscum",Hypoxylon fuscum,NA,Fungi,NA, 5254797
"7988","Hypoxylon howeanum",Hypoxylon howeanum,NA,Fungi,NA, 5254707
"7989","Hypoxylon irregulare",Hypoxylon,NA,Fungi,NA, 2560481
"7990","Hypoxylon laurus",Hypoxylon laurus,NA,Fungi,NA, 5254768
"7991","Hypoxylon multiforme",NA,Hypoxylon multiforme (Fr.) Fr.,NA,EXACT, 5486983
"7992","Hypoxylon perforatum",Hypoxylon perforatum,NA,Fungi,NA, 5254606
"7993","Hypoxylon petriniae",Hypoxylon petriniae,NA,Fungi,NA, 5487115
"7994","Hypoxylon rubiginosum",Hypoxylon rubiginosum,NA,Fungi,NA, 8991587
"7995","Hypoxylon stygium",NA,Hypoxylon stygium (Lév.) Sacc.,NA,EXACT, 5486970
"7996","Hypoxylon tinctor",NA,Hypoxylon tinctor (Berk.) Cooke,NA,EXACT, 5254811
"7997","Hypoxylon vogesiacum",Hypoxylon vogesiacum,NA,Fungi,NA, 5254781
"7998","Hypsignathus monstrosus",Hypsignathus monstrosus,NA,Animalia,NA, 2432958
"7999","Hypsipetes amaurotis",Hypsipetes amaurotis,NA,Animalia,NA, 7342055
"8000","Hyptis conferta",Hyptis conferta,NA,Plantae,NA, 7306422
"8001","Hyptis suaveolens",NA,Hyptis suaveolens (L.) Poit.,NA,EXACT, 2926823
"8002","Hypulus bifasciatus",NA,Hypulus bifasciatus (Fabricius, 1792),NA,EXACT, 6989501
"8003","Hyssopus officinalis",Hyssopus officinalis,NA,Plantae,NA, 5341387
"8004","Hysterium",Hysterium,NA,Fungi,NA, 8838485
"8005","Hysterium alneum",Hysterium alneum,NA,Fungi,NA, 9293825
"8006","Hysterium angustatum",Hysterium angustatum,NA,Fungi,NA, 5261974
"8007","Hysterium lesquereuxii",Hysterium,NA,Fungi,NA, 8838485
"8008","Hysterium magnisporum",Hysterium,NA,Fungi,NA, 8838485
"8009","Hysterobrevium curvatum",Hysterobrevium curvatum,NA,Fungi,NA, 7660812
"8010","Hysterobrevium smilacis",Hysterobrevium smilacis,NA,Fungi,NA, 5894286
"8011","Hysterographium elongatum",NA,Hysterographium elongatum (Wahlenb.) Corda,NA,EXACT, 7370796
"8012","Hysterographium fraxini",Hysterographium fraxini,NA,Fungi,NA, 8779572
"8013","Hysterographium mori",NA,Hysterographium mori (Schwein.) Rehm,NA,EXACT, 2613529
"8014","Hysterographium vulvatum",Hysterographium vulvatum,NA,Fungi,NA, 2613514
"8015","Hysteroneura setariae",Hysteroneura setariae,NA,Animalia,NA, 2074316
"8016","Hysteropatella prostii",Hysteropatella prostii,NA,Fungi,NA, 2613587
"8017","Hysterostegiella dumeti",Hysterostegiella dumeti,NA,Fungi,NA, 2584780
"8018","Hystrichopsylla orientalis",Hystrichopsylla orientalis,NA,Animalia,NA, 1419168
"8019","Hystrichopsylla talpae",Hystrichopsylla talpae,NA,Animalia,NA, 1419182
"8020","Hystrix africaeaustralis",Hystrix africaeaustralis,NA,Animalia,NA, 5219885
"8021","Iassus lanio",Iassus lanio,NA,Animalia,NA, 2042177
"8022","Iberis ciliata",Iberis ciliata,NA,Plantae,NA, 5377207
"8023","Iberis sempervirens",Iberis sempervirens,NA,Plantae,NA, 5551241
"8024","Iberolacerta aurelioi",Iberolacerta aurelioi,NA,Animalia,NA, 2468520
"8025","Iberolacerta bonnali",Iberolacerta bonnali,NA,Animalia,NA, 2468525
"8026","Iberolacerta cyreni",Iberolacerta cyreni,NA,Animalia,NA, 2468503
"8027","Iberolacerta galani",Iberolacerta galani,NA,Animalia,NA, 2468522
"8028","Iberolacerta horvathi",Iberolacerta horvathi,NA,Animalia,NA, 2468506
"8029","Iberolacerta martinezricai",Iberolacerta martinezricai,NA,Animalia,NA, 2468518
"8030","Iberolacerta monticola",Iberolacerta monticola,NA,Animalia,NA, 2468511
"8031","Icerya purchasi",Icerya purchasi,NA,Animalia,NA, 2080592
"8032","Ichneumia albicauda",Ichneumia albicauda,NA,Animalia,NA, 2434150
"8033","Ichneumon lotatorius",Ichneumon lotatorius,NA,Animalia,NA, 5030617
"8034","Ichneumon sarcitorius",Ichneumon sarcitorius,NA,Animalia,NA, 5030775
"8035","Ichneumon xanthorius",Ichneumon xanthorius,NA,Animalia,NA, 5030406
"8036","Ichthyaetus audouinii",Ichthyaetus audouinii,NA,Animalia,NA, 7406504
"8037","Ichthyaetus ichthyaetus",Ichthyaetus ichthyaetus,NA,Animalia,NA, 8028588
"8038","Ichthyophthirius multifiliis",Ichthyophthirius multifiliis,NA,Chromista,NA, 7938189
"8039","Icius hamatus",Icius hamatus,NA,Animalia,NA, 2173864
"8040","Icterus bullockii",Icterus bullockii,NA,Animalia,NA, 5229864
"8041","Icterus cayanensis",Icterus cayanensis,NA,Animalia,NA, 5229845
"8042","Icterus chrysater",Icterus chrysater,NA,Animalia,NA, 5229924
"8043","Icterus galbula",Icterus galbula,NA,Animalia,NA, 2484340
"8044","Icterus portoricensis",Icterus portoricensis,NA,Animalia,NA, 6086178
"8045","Icterus pyrrhopterus",NA,Icterus pyrrhopterus (Vieillot, 1819),NA,EXACT, 7340265
"8046","Icterus spurius",Icterus spurius,NA,Animalia,NA, 5229935
"8047","Idarnes gibberosus",Idarnes gibberosus,NA,Animalia,NA, 8994432
"8048","Idarnes incerta",Idarnes incerta,NA,Animalia,NA, 1358902
"8049","Idesia polycarpa",Idesia polycarpa,NA,Plantae,NA, 6043516
"8050","Idonauton apicalis",Idonauton apicalis,NA,Animalia,NA, 1752357
"8051","Iduna pallida",Iduna pallida,NA,Animalia,NA, 5739361
"8052","Ileostylus micranthus",Ileostylus micranthus,NA,Plantae,NA, 4000710
"8053","Ilex ambigua",Ilex ambigua,NA,Plantae,NA, 7412408
"8054","Ilex aquifolium",Ilex aquifolium,NA,Plantae,NA, 5414222
"8055","Ilex cassine",Ilex cassine,NA,Plantae,NA, 5414255
"8056","Ilex glabra",Ilex glabra,NA,Plantae,NA, 5414266
"8057","Ilex mucronata",Ilex mucronata,NA,Plantae,NA, 5534659
"8058","Ilex opaca",Ilex opaca,NA,Plantae,NA, 5414248
"8059","Ilex verticillata",Ilex verticillata,NA,Plantae,NA, 5414267
"8060","Ilheus virus",Ilheus virus,NA,incertae sedis,NA,10501539
"8061","Ilicura militaris",Ilicura militaris,NA,Animalia,NA, 2487763
"8062","Ilione albiseta",Ilione albiseta,NA,Animalia,NA, 1444246
"8063","Ilione lineata",Ilione lineata,NA,Animalia,NA, 1444245
"8064","Ilithucia centrotoides",Ilithucia,NA,Animalia,NA, 2022501
"8065","Ilithucia nasuta",Ilithucia nasuta,NA,Animalia,NA, 9242346
"8066","Illex coindetii",Illex coindetii,NA,Animalia,NA, 2290522
"8067","Illosporiopsis christiansenii",Illosporiopsis christiansenii,NA,Fungi,NA, 2562487
"8068","Illosporium diedickeanum",Illosporium diedickeanum,NA,Fungi,NA, 3451203
"8069","Ilyobates bennetti",Ilyobates bennetti,NA,Animalia,NA, 4989580
"8070","Ilyonectria destructans",Ilyonectria destructans,NA,Fungi,NA, 7523992
"8071","Imbrasia ertli",Imbrasia ertli,NA,Animalia,NA, 1865285
"8072","Imbrasia gueinzii",Imbrasia,NA,Animalia,NA, 1865182
"8073","Imbrasia oyemensis",Imbrasia,NA,Animalia,NA, 1865182
"8074","Imbrasia petiveri",Imbrasia,NA,Animalia,NA, 1865182
"8075","Impatiens balfourii",Impatiens balfourii,NA,Plantae,NA, 2891783
"8076","Impatiens balsamina",Impatiens balsamina,NA,Plantae,NA, 2891773
"8077","Impatiens capensis",Impatiens capensis,NA,Plantae,NA, 2891774
"8078","Impatiens cuspidata",Impatiens cuspidata,NA,Plantae,NA, 7309751
"8079","Impatiens delabathiana",Impatiens delabathiana,NA,Plantae,NA, 4193651
"8080","Impatiens glandulifera",Impatiens glandulifera,NA,Plantae,NA, 2891770
"8081","Impatiens noli-tangere",Impatiens noli-tangere,NA,Plantae,NA, 2891779
"8082","Impatiens pallida",Impatiens pallida,NA,Plantae,NA, 2891767
"8083","Impatiens parviflora",Impatiens parviflora,NA,Plantae,NA, 2891782
"8084","Impatiens scabrida",Impatiens scabrida,NA,Plantae,NA, 4192907
"8085","Impatiens sodenii",Impatiens sodenii,NA,Plantae,NA, 4193715
"8086","Impatiens textorii",Impatiens textorii,NA,Plantae,NA, 4936403
"8087","Impatiens walleriana",Impatiens walleriana,NA,Plantae,NA, 2891772
"8088","Imshaugia aleurites",Imshaugia aleurites,NA,Fungi,NA, 7247632
"8089","Inachis io",NA,Inachis io (Linnaeus, 1758),NA,EXACT, 5881450
"8090","Incisalia eryphon",Incisalia eryphon,NA,Animalia,NA, 1921239
"8091","Incrucipulum ciliare",Incrucipulum ciliare,NA,Fungi,NA, 9182325
"8092","Incrupila melatheja",Incrupila melatheja,NA,Fungi,NA, 2585308
"8093","Incurvaria pectinea",Incurvaria pectinea,NA,Animalia,NA, 1860688
"8094","Incurvaria rubiella",Incurvaria rubiella,NA,Animalia,NA, 1860664
"8095","Incurvaria tenuicornis",Incurvaria tenuicornis,NA,Animalia,NA, 1860704
"8096","Indarbela dea",Indarbela dea,NA,Animalia,NA, 1731427
"8097","Indarbela tetraonis",Indarbela tetraonis,NA,Animalia,NA, 1731421
"8098","Indiana vesiculovirus",Indiana vesiculovirus,NA,incertae sedis,NA,10311542
"8099","Indri indri",Indri indri,NA,Animalia,NA, 2436432
"8100","Inermocoelotes inermis",Inermocoelotes inermis,NA,Animalia,NA, 7537556
"8101","Infectious bursal disease virus",Infectious bursal disease virus,NA,Viruses,NA,10467769
"8102","Influenza A virus",Influenza A virus,NA,incertae sedis,NA,10308782
"8103","Influenza C virus",Influenza C virus,NA,incertae sedis,NA,10619602
"8104","Influenza D virus",Influenza D virus,NA,incertae sedis,NA, 9829082
"8105","Inga vera",Inga vera,NA,Plantae,NA, 5357680
"8106","Inocutis dryophila",Inocutis dryophila,NA,Fungi,NA, 2521025
"8107","Inocutis rheades",Inocutis rheades,NA,Fungi,NA, 2520997
"8108","Inocybe",Inocybe,NA,Fungi,NA, 2527866
"8109","Inocybe adaequata",NA,Inocybe adaequata (Britzelm.) Sacc.,NA,EXACT, 2528165
"8110","Inocybe calamistrata",NA,Inocybe calamistrata (Fr.) Gillet,NA,EXACT, 9130588
"8111","Inocybe geophylla",Inocybe geophylla,NA,Fungi,NA, 3330851
"8112","Inocybe griseolilacina",Inocybe griseolilacina,NA,Fungi,NA, 2528122
"8113","Inocybe ionocephala",Inocybe ionocephala,NA,Fungi,NA,10691658
"8114","Inocybe obscurobadia",Inocybe obscurobadia,NA,Fungi,NA, 2528000
"8115","Inocybe sororia",NA,Inocybe sororia Kauffman,NA,EXACT, 3331071
"8116","Inocybe subcarpta",Inocybe subcarpta,NA,Fungi,NA, 7995602
"8117","Inocybe xanthomelas",Inocybe xanthomelas,NA,Fungi,NA, 2527910
"8118","Inonotopsis subiculosa",Inonotopsis subiculosa,NA,Fungi,NA, 2520974
"8119","Inonotus circinatus",NA,Inonotus circinatus (Fr.) Teng,NA,EXACT, 2519265
"8120","Inonotus cuticularis",Inonotus cuticularis,NA,Fungi,NA, 2521101
"8121","Inonotus dryadeus",NA,Inonotus dryadeus (Pers.) Murrill,NA,EXACT, 2520046
"8122","Inonotus hispidus",Inonotus hispidus,NA,Fungi,NA, 2521208
"8123","Inonotus munzii",Inonotus munzii,NA,Fungi,NA, 2521236
"8124","Inonotus obliquus",Inonotus obliquus,NA,Fungi,NA, 2521089
"8125","Inonotus radiatus",NA,Inonotus radiatus (Sowerby) P.Karst.,NA,EXACT, 2521184
"8126","Insignorthezia insignis",Insignorthezia insignis,NA,Animalia,NA, 8370390
"8127","Intsia bijuga",Intsia bijuga,NA,Plantae,NA, 2963211
"8128","Inula helenium",Inula helenium,NA,Plantae,NA, 3148340
"8129","Involvulus caeruleus",NA,Involvulus caeruleus (C.DeGeer, 1775),NA,EXACT, 8543088
"8130","Iochroma cyaneum",Iochroma cyaneum,NA,Plantae,NA, 3802360
"8131","Iodophanus carneus",Iodophanus carneus,NA,Fungi,NA, 2595140
"8132","Iole propinqua",Iole propinqua,NA,Animalia,NA, 5230293
"8133","Iphiclides feisthamelii",Iphiclides feisthamelii,NA,Animalia,NA, 4690079
"8134","Iphiclides podalirius",Iphiclides podalirius,NA,Animalia,NA, 1938214
"8135","Ipomoea batatas",Ipomoea batatas,NA,Plantae,NA, 2928551
"8136","Ipomoea crinicalyx",Ipomoea crinicalyx,NA,Plantae,NA, 3680810
"8137","Ipomoea hederacea",Ipomoea hederacea,NA,Plantae,NA, 2928538
"8138","Ipomoea lacunosa",Ipomoea lacunosa,NA,Plantae,NA, 2928584
"8139","Ipomoea pandurata",Ipomoea pandurata,NA,Plantae,NA, 2928514
"8140","Ipomoea pes-caprae",Ipomoea pes-caprae,NA,Plantae,NA, 7999386
"8141","Ipomoea purpurea",Ipomoea purpurea,NA,Plantae,NA, 2928576
"8142","Ipomoea tricolor",Ipomoea tricolor,NA,Plantae,NA, 2928589
"8143","Ipomoea triloba",Ipomoea triloba,NA,Plantae,NA, 2928547
"8144","Ipomoea violacea",Ipomoea violacea,NA,Plantae,NA, 2928516
"8145","Ipomoea wightii",Ipomoea wightii,NA,Plantae,NA, 8175980
"8146","Ips cembrae",Ips cembrae,NA,Animalia,NA, 5018642
"8147","Ips pini",Ips pini,NA,Animalia,NA, 5018719
"8148","Ips sexdentatus",Ips sexdentatus,NA,Animalia,NA, 4990243
"8149","Ips typographus",Ips typographus,NA,Animalia,NA, 5018723
"8150","Iragoides castanea",NA,Iragoides castanea (Wileman, 1911),NA,EXACT, 1752708
"8151","Iranolacerta brandtii",Iranolacerta brandtii,NA,Animalia,NA, 5789521
"8152","Irena puella",Irena puella,NA,Animalia,NA, 2488929
"8153","Irenina ligulariae",Irenina ligulariae,NA,Fungi,NA, 5437201
"8154","Iridomyrmex purpureus",Iridomyrmex purpureus,NA,Animalia,NA, 1326093
"8155","Iridosornis rufivertex",Iridosornis rufivertex,NA,Animalia,NA, 2488644
"8156","Iris domestica",Iris domestica,NA,Plantae,NA, 5298546
"8157","Iris douglasiana",Iris douglasiana,NA,Plantae,NA, 5298502
"8158","Iris germanica",Iris germanica,NA,Plantae,NA, 5298069
"8159","Iris hexagona",Iris hexagona,NA,Plantae,NA, 5298732
"8160","Iris missouriensis",Iris missouriensis,NA,Plantae,NA, 5298923
"8161","Iris oratoria",Iris oratoria,NA,Animalia,NA, 1404300
"8162","Iris pseudacorus",Iris pseudacorus,NA,Plantae,NA, 5298231
"8163","Iris reticulata",Iris reticulata,NA,Plantae,NA, 5298406
"8164","Iris tectorum",Iris tectorum,NA,Plantae,NA, 5298774
"8165","Iris tuberosa",Iris tuberosa,NA,Plantae,NA, 5298224
"8166","Iris versicolor",Iris versicolor,NA,Plantae,NA, 5298019
"8167","Irpex lacteus",Irpex lacteus,NA,Fungi,NA, 2544188
"8168","Isa textula",Isa textula,NA,Animalia,NA,10413588
"8169","Isachne globosa",Isachne globosa,NA,Plantae,NA, 4144475
"8170","Isaria farinosa",NA,Isaria farinosa (Holmsk.) Fr.,NA,EXACT, 8601365
"8171","Isaria friesii",Isaria friesii,NA,Fungi,NA, 5251102
