"","speciesName_globi","canonicalName_GBIF.canonicalName","canonicalName_GBIF.scientificName","kingdom.kingdom","kingdom.matchType","usageKey"
"765","Anaptychia ciliaris",Anaptychia ciliaris,NA,Fungi,NA, 7923531
"766","Anarta myrtilli",Anarta myrtilli,NA,Animalia,NA, 1789580
"767","Anartia amathea",Anartia amathea,NA,Animalia,NA, 5128011
"768","Anartia fatima",Anartia fatima,NA,Animalia,NA, 5128005
"769","Anartia jatrophae",Anartia jatrophae,NA,Animalia,NA, 5128007
"770","Anas aucklandica",Anas aucklandica,NA,Animalia,NA, 2498078
"771","Anas discors",Anas discors,NA,Animalia,NA, 2498073
"772","Anas platyrhynchos",Anas platyrhynchos,NA,Animalia,NA, 9761484
"773","Anaspis flava",Anaspis flava,NA,Animalia,NA, 5750812
"774","Anaspis maculata",Anaspis maculata,NA,Animalia,NA, 5878447
"775","Anaspis pulicaria",Anaspis pulicaria,NA,Animalia,NA, 5750901
"776","Anastatus bifasciatus",Anastatus bifasciatus,NA,Animalia,NA, 9815160
"777","Anastatus japonicus",Anastatus japonicus,NA,Animalia,NA, 1390610
"778","Anastatus lichtensteini",Anastatus lichtensteini,NA,Animalia,NA, 1390616
"779","Anastrangalia laetifica",Anastrangalia laetifica,NA,Animalia,NA, 1096893
"780","Anastrangalia sanguinolenta",Anastrangalia sanguinolenta,NA,Animalia,NA, 1096909
"781","Anastrepha suspensa",Anastrepha suspensa,NA,Animalia,NA, 1625078
"782","Anaulacaspis nigra",Anaulacaspis nigra,NA,Animalia,NA, 6097561
"783","Anavirga laxa",NA,Anavirga laxa B.Sutton,NA,EXACT, 2581315
"784","Anax junius",Anax junius,NA,Animalia,NA, 5051741
"785","Anaxyrus americanus",Anaxyrus americanus,NA,Animalia,NA, 2422872
"786","Anchiale briareus",Anchiale briareus,NA,Animalia,NA, 1414386
"787","Anchiale maculata",Anchiale maculata,NA,Animalia,NA, 1414408
"788","Anchomenus dorsalis",Anchomenus dorsalis,NA,Animalia,NA, 5754974
"789","Anchusa arvensis",NA,Anchusa arvensis Tausch, 1824,NA,EXACT, 7831178
"790","Anchusa officinalis",Anchusa officinalis,NA,Plantae,NA, 5341201
"791","Ancistrocerus adiabatus",Ancistrocerus adiabatus,NA,Animalia,NA, 5037491
"792","Ancistrocerus campestris",Ancistrocerus campestris,NA,Animalia,NA, 5037503
"793","Ancistrocerus gazella",Ancistrocerus gazella,NA,Animalia,NA, 5037434
"794","Ancylis apicella",Ancylis apicella,NA,Animalia,NA, 5771259
"795","Ancylis burgessiana",Ancylis burgessiana,NA,Animalia,NA, 5103201
"796","Ancylis mitterbacheriana",Ancylis mitterbacheriana,NA,Animalia,NA, 5103185
"797","Ancyloxypha numitor",Ancyloxypha numitor,NA,Animalia,NA, 1949697
"798","Ancyrosoma leucogrammes",Ancyrosoma leucogrammes,NA,Animalia,NA, 4485722
"799","Andaspis incisor",Andaspis incisor,NA,Animalia,NA, 8408939
"800","Andigena nigrirostris",Andigena nigrirostris,NA,Animalia,NA, 2478854
"801","Andinopanurgus rangeli",Andinopanurgus rangeli,NA,Animalia,NA, 9707001
"802","Andraca bipunctata",Andraca bipunctata,NA,Animalia,NA, 1868525
"803","Andrena angustior",Andrena angustior,NA,Animalia,NA, 1357490
"804","Andrena apicata",Andrena apicata,NA,Animalia,NA, 1357628
"805","Andrena banksi",Andrena banksi,NA,Animalia,NA, 1358225
"806","Andrena barbilabris",Andrena barbilabris,NA,Animalia,NA, 1358165
"807","Andrena bimaculata",Andrena bimaculata,NA,Animalia,NA, 1357005
"808","Andrena bradleyi",Andrena bradleyi,NA,Animalia,NA, 1357916
"809","Andrena bucephala",Andrena bucephala,NA,Animalia,NA, 1357239
"810","Andrena canadensis",Andrena canadensis,NA,Animalia,NA, 1357685
"811","Andrena carantonica",Andrena carantonica,NA,Animalia,NA, 1357950
"812","Andrena carlini",Andrena carlini,NA,Animalia,NA, 1357621
"813","Andrena ceanothi",Andrena ceanothi,NA,Animalia,NA, 1357589
"814","Andrena cineraria",Andrena cineraria,NA,Animalia,NA, 1358088
"815","Andrena cinerea",Andrena cinerea,NA,Animalia,NA, 1357484
"816","Andrena clarkella",Andrena clarkella,NA,Animalia,NA, 1357338
"817","Andrena coitana",Andrena coitana,NA,Animalia,NA, 1357215
"818","Andrena confinis",Andrena confinis,NA,Animalia,NA, 9818799
"819","Andrena congruens",Andrena congruens,NA,Animalia,NA, 1357880
"820","Andrena crataegi",Andrena crataegi,NA,Animalia,NA, 1357081
"821","Andrena denticulata",Andrena denticulata,NA,Animalia,NA, 1357548
"822","Andrena dorsata",Andrena dorsata,NA,Animalia,NA, 1357872
"823","Andrena dunningi",Andrena dunningi,NA,Animalia,NA, 1358199
"824","Andrena ferox",Andrena ferox,NA,Animalia,NA, 1357315
"825","Andrena flavipes",Andrena flavipes,NA,Animalia,NA, 1357156
"826","Andrena fucata",Andrena fucata,NA,Animalia,NA, 1357543
"827","Andrena fulva",Andrena fulva,NA,Animalia,NA, 9805254
"828","Andrena fulvago",Andrena fulvago,NA,Animalia,NA, 1357646
"829","Andrena haemorrhoa",Andrena haemorrhoa,NA,Animalia,NA, 1356981
"830","Andrena helvola",Andrena helvola,NA,Animalia,NA, 1357179
"831","Andrena imitatrix",Andrena imitatrix,NA,Animalia,NA, 1357223
"832","Andrena labialis",Andrena labialis,NA,Animalia,NA, 1357222
"833","Andrena labiata",Andrena labiata,NA,Animalia,NA, 1357207
"834","Andrena lapponica",Andrena lapponica,NA,Animalia,NA, 1357056
"835","Andrena marginata",Andrena marginata,NA,Animalia,NA, 1357540
"836","Andrena mariae",Andrena mariae,NA,Animalia,NA, 1357994
"837","Andrena milwaukeensis",Andrena milwaukeensis,NA,Animalia,NA, 1357746
"838","Andrena minutula",Andrena minutula,NA,Animalia,NA, 1357013
"839","Andrena minutuloides",Andrena minutuloides,NA,Animalia,NA, 1356982
"840","Andrena miserabilis",Andrena miserabilis,NA,Animalia,NA, 1357679
"841","Andrena nasonii",Andrena nasonii,NA,Animalia,NA, 1357506
"842","Andrena nigroaenea",Andrena nigroaenea,NA,Animalia,NA, 1357665
"843","Andrena nitida",Andrena nitida,NA,Animalia,NA, 1357545
"844","Andrena nivalis",Andrena nivalis,NA,Animalia,NA, 1357243
"845","Andrena personata",Andrena personata,NA,Animalia,NA, 1358164
"846","Andrena pilipes",Andrena pilipes,NA,Animalia,NA, 1357721
"847","Andrena praecox",Andrena praecox,NA,Animalia,NA, 1357456
"848","Andrena proxima",Andrena proxima,NA,Animalia,NA, 1357354
"849","Andrena pruni",Andrena pruni,NA,Animalia,NA, 1357915
"850","Andrena robertsonii",Andrena robertsonii,NA,Animalia,NA, 1357649
"851","Andrena rufosignata",Andrena rufosignata,NA,Animalia,NA, 1357510
"852","Andrena rugosa",Andrena rugosa,NA,Animalia,NA, 1357496
"853","Andrena salictaria",Andrena salictaria,NA,Animalia,NA, 1357436
"854","Andrena semilaevis",Andrena semilaevis,NA,Animalia,NA, 1357074
"855","Andrena sigmundi",Andrena sigmundi,NA,Animalia,NA, 1357247
"856","Andrena subopaca",Andrena subopaca,NA,Animalia,NA, 1357479
"857","Andrena suerinensis",Andrena suerinensis,NA,Animalia,NA, 1357318
"858","Andrena synadelpha",Andrena synadelpha,NA,Animalia,NA, 1357230
"859","Andrena thaspii",Andrena thaspii,NA,Animalia,NA, 1358212
"860","Andrena thoracica",Andrena thoracica,NA,Animalia,NA, 1358320
"861","Andrena tibialis",Andrena tibialis,NA,Animalia,NA, 1358210
"862","Andrena transbaicalica",Andrena transbaicalica,NA,Animalia,NA, 1358030
"863","Andrena trimmerana",Andrena trimmerana,NA,Animalia,NA, 1357930
"864","Andrena vicina",Andrena vicina,NA,Animalia,NA, 1357790
"865","Andrena w-scripta",Andrena w-scripta,NA,Animalia,NA, 1357501
"866","Andrena wheeleri",Andrena wheeleri,NA,Animalia,NA, 1357536
"867","Andrena wilkella",Andrena wilkella,NA,Animalia,NA, 1358128
"868","Andricus aries",Andricus aries,NA,Animalia,NA, 4497180
"869","Andricus callidoma",Andricus callidoma,NA,Animalia,NA, 4497045
"870","Andricus cecconii",Andricus cecconii,NA,Animalia,NA, 4496957
"871","Andricus conglomeratus",Andricus conglomeratus,NA,Animalia,NA, 4497216
"872","Andricus coriarius",Andricus coriarius,NA,Animalia,NA, 4497176
"873","Andricus curvator",Andricus curvator,NA,Animalia,NA, 1309593
"874","Andricus fecundator",NA,Andricus fecundator (Hartig, 1840),NA,EXACT,10441121
"875","Andricus fecundatrix",Andricus fecundatrix,NA,Animalia,NA, 1309609
"876","Andricus foecundatrix",Andricus foecundatrix,NA,Animalia,NA, 4497137
"877","Andricus grossulariae",Andricus grossulariae,NA,Animalia,NA, 1309606
"878","Andricus infectorius",Andricus infectorius,NA,Animalia,NA, 4497226
"879","Andricus kollari",Andricus kollari,NA,Animalia,NA, 1309600
"880","Andricus legitimus",Andricus legitimus,NA,Animalia,NA, 4497078
"881","Andricus lignicola",Andricus lignicolus,NA,Animalia,NA, 4497054
"882","Andricus lucidus",Andricus lucidus,NA,Animalia,NA, 4497025
"883","Andricus mitratus",Andricus mitratus,NA,Animalia,NA, 4497203
"884","Andricus ostreus",NA,Andricus ostreus (Hartig, 1840),NA,EXACT, 7657273
"885","Andricus quadrilineatus",Andricus quadrilineatus,NA,Animalia,NA, 4497150
"886","Andricus quercuscalicis",Andricus quercuscalicis,NA,Animalia,NA, 4497124
"887","Andricus quercuscorticis",Andricus quercuscorticis,NA,Animalia,NA, 4496979
"888","Andricus quercusramuli",Andricus quercusramuli,NA,Animalia,NA, 1309602
"889","Andricus quercustozae",Andricus quercustozae,NA,Animalia,NA, 4496950
"890","Andricus solitarius",Andricus solitarius,NA,Animalia,NA, 1309592
"891","Androlaelaps casalis",Androlaelaps casalis,NA,Animalia,NA, 2188267
"892","Andromeda polifolia",Andromeda polifolia,NA,Plantae,NA, 5333413
"893","Andropadus importunus",Andropadus importunus,NA,Animalia,NA, 2486162
"894","Andropadus masukuensis",NA,Andropadus masukuensis Shelley, 1897,NA,EXACT, 2486163
"895","Andropadus virens",NA,Andropadus virens Cassin, 1857,NA,EXACT, 2486160
"896","Andrya cuniculi",Andrya cuniculi,NA,Animalia,NA, 4412789
"897","Andryala integrifolia",Andryala integrifolia,NA,Plantae,NA, 3105508
"898","Andryala pinnatifida",Andryala pinnatifida,NA,Plantae,NA, 3105489
"899","Anemonastrum canadense",Anemonastrum canadense,NA,Plantae,NA, 9419395
"900","Anemone acutiloba",NA,Anemone acutiloba (DC.) G.Lawson,NA,EXACT, 3927993
"901","Anemone americana",NA,Anemone americana (DC.) Hara,NA,EXACT, 3927817
"902","Anemone coronaria",Anemone coronaria,NA,Plantae,NA, 3033261
"903","Anemone hortensis",Anemone hortensis,NA,Plantae,NA, 3925918
"904","Anemone hupehensis",NA,Anemone hupehensis (Lemoine) Lemoine,NA,EXACT, 3033229
"905","Anemone multifida",Anemone multifida,NA,Plantae,NA, 3033252
"906","Anemone nemorosa",Anemone nemorosa,NA,Plantae,NA, 3033263
"907","Anemone patens",Pulsatilla,NA,Plantae,NA, 3033620
"908","Anemone pavonina",Anemone pavonina,NA,Plantae,NA, 3924146
"909","Anemonoides blanda",NA,Anemonoides blanda (Schott & Kotschy) Holub,NA,EXACT, 3922048
"910","Anemonoides sylvestris",NA,Anemonoides sylvestris (L.) Galasso, Banfi & Soldano,NA,EXACT, 3923861
"911","Anemopsis californica",Anemopsis californica,NA,Plantae,NA, 3086504
"912","Anethum graveolens",Anethum graveolens,NA,Plantae,NA, 3034646
"913","Angelica capitellata",Angelica capitellata,NA,Plantae,NA, 5537836
"914","Angelica gigas",Angelica gigas,NA,Plantae,NA, 5537749
"915","Angelica hendersonii",Angelica hendersonii,NA,Plantae,NA, 8155732
"916","Angelica hirsutiflora",Angelica hirsutiflora,NA,Plantae,NA, 5537705
"917","Angelica lucida",Angelica lucida,NA,Plantae,NA, 5371791
"918","Angelica pachycarpa",Angelica pachycarpa,NA,Plantae,NA, 5537578
"919","Angelica polymorpha",Angelica polymorpha,NA,Plantae,NA, 6026295
"920","Angelica pubescens",Angelica pubescens,NA,Plantae,NA, 5537546
"921","Angelica sylvestris",Angelica sylvestris,NA,Plantae,NA, 5371818
"922","Angelica tomentosa",Angelica tomentosa,NA,Plantae,NA, 5371805
"923","Angerona prunaria",Angerona prunaria,NA,Animalia,NA, 1965913
"924","Angiostrongylus cantonensis",Angiostrongylus cantonensis,NA,Animalia,NA, 5890402
"925","Angomonas ambiguus",Angomonas ambiguus,NA,Animalia,NA, 8902789
"926","Angomonas deanei",Angomonas,NA,Animalia,NA, 8902703
"927","Angophora hispida",Angophora hispida,NA,Plantae,NA, 3177421
"928","Anguilla anguilla",Anguilla anguilla,NA,Animalia,NA, 5212973
"929","Anguis fragilis",Anguis fragilis,NA,Animalia,NA, 2468095
"930","Anicetus annulatus",Anicetus annulatus,NA,Animalia,NA, 1375843
"931","Anicetus ashmeadi",Anicetus ashmeadi,NA,Animalia,NA, 1375811
"932","Anicetus italicus",Anicetus italicus,NA,Animalia,NA, 1375837
"933","Anidarnes bicolor",Anidarnes bicolor,NA,Animalia,NA, 1359115
"934","Anidarnes niger",Anidarnes niger,NA,Animalia,NA, 9202179
"935","Anigozanthos flavidus",Anigozanthos flavidus,NA,Plantae,NA, 8193234
"936","Anisakis pegreffii",Anisakis pegreffii,NA,Animalia,NA, 4346647
"937","Anisakis simplex",Anisakis,NA,Animalia,NA, 2284294
"938","Anisodactylus binotatus",Anisodactylus binotatus,NA,Animalia,NA, 1036917
"939","Anisodes illepidaria",NA,Anisodes illepidaria Guenée,NA,EXACT, 1966736
"940","Anisogramma virgultorum",Anisogramma virgultorum,NA,Fungi,NA, 8986393
"941","Anisopteromalus calandrae",Anisopteromalus calandrae,NA,Animalia,NA, 1393304
"942","Anisostephus betulinus",Anisostephus betulinus,NA,Animalia,NA, 1598215
"943","Anisota finlaysoni",Anisota finlaysoni,NA,Animalia,NA, 1867036
"944","Anisota peigleri",Anisota peigleri,NA,Animalia,NA, 1867021
"945","Anisota stigma",Anisota stigma,NA,Animalia,NA, 1867022
"946","Anisota virginiensis",Anisota virginiensis,NA,Animalia,NA, 1867032
"947","Anisoxya fuscula",Anisoxya fuscula,NA,Animalia,NA, 5749845
"948","Annulohypoxylon stygium",Annulohypoxylon stygium,NA,Fungi,NA, 8183847
"949","Anobium inexspectatum",Anobium inexspectatum,NA,Animalia,NA, 4427269
"950","Anoda cristata",Anoda cristata,NA,Plantae,NA, 3152493
"951","Anoecia corni",Anoecia corni,NA,Animalia,NA, 2076087
"952","Anogmus hohenheimensis",Anogmus hohenheimensis,NA,Animalia,NA, 1392923
"953","Anolis carolinensis",Anolis carolinensis,NA,Animalia,NA, 2466939
"954","Anolis cristatellus",Anolis cristatellus,NA,Animalia,NA, 2467091
"955","Anolis sagrei",Anolis sagrei,NA,Animalia,NA, 4287413
"956","Anomala corpulenta",Anomala corpulenta,NA,Animalia,NA, 5875127
"957","Anomala cuprea",Anomala cuprea,NA,Animalia,NA, 5875128
"958","Anomala rufocuprea",Anomala rufocuprea,NA,Animalia,NA, 5875133
"959","Anomodon viticulosus",Anomodon viticulosus,NA,Plantae,NA, 5283423
"960","Anomognathus cuspidatus",Anomognathus cuspidatus,NA,Animalia,NA, 6097556
"961","Anopheles (Anopheles) saeungae",Anopheles saeungae,NA,Animalia,NA,10883698
"962","Anopheles (Anopheles) wejchoochotei",Anopheles wejchoochotei,NA,Animalia,NA,10807319
"963","Anopheles aconitus",Anopheles aconitus,NA,Animalia,NA, 1650368
"964","Anopheles albimanus",Anopheles albimanus,NA,Animalia,NA, 1650361
"965","Anopheles annularis",Anopheles annularis,NA,Animalia,NA, 1650463
"966","Anopheles arabiensis",Anopheles arabiensis,NA,Animalia,NA, 1650772
"967","Anopheles argyropus",Anopheles argyropus,NA,Animalia,NA, 1650294
"968","Anopheles B orthobunyavirus",Anopheles B orthobunyavirus,NA,incertae sedis,NA,10301199
"969","Anopheles barbirostris",Anopheles barbirostris,NA,Animalia,NA, 1650580
"970","Anopheles campestris",Anopheles campestris,NA,Animalia,NA, 1650346
"971","Anopheles coluzzii",Anopheles coluzzii,NA,Animalia,NA,11154030
"972","Anopheles coustani",Anopheles coustani,NA,Animalia,NA, 1650651
"973","Anopheles crawfordi",Anopheles crawfordi,NA,Animalia,NA, 1650253
"974","Anopheles dirus",Anopheles dirus,NA,Animalia,NA, 1650124
"975","Anopheles flavicosta",Anopheles flavicosta,NA,Animalia,NA, 1650115
"976","Anopheles freeborni",Anopheles freeborni,NA,Animalia,NA, 1650116
"977","Anopheles funestus",Anopheles funestus,NA,Animalia,NA, 1650158
"978","Anopheles gambiae",Anopheles gambiae,NA,Animalia,NA, 1650518
"979","Anopheles hyrcanus",Anopheles hyrcanus,NA,Animalia,NA, 1650838
"980","Anopheles jeyporiensis",Anopheles jeyporiensis,NA,Animalia,NA, 1650236
"981","Anopheles karwari",Anopheles karwari,NA,Animalia,NA, 1650628
"982","Anopheles kochi",Anopheles kochi,NA,Animalia,NA, 1650826
"983","Anopheles maculatus",Anopheles maculatus,NA,Animalia,NA, 1650755
"984","Anopheles maculipalpis",Anopheles maculipalpis,NA,Animalia,NA, 1650646
"985","Anopheles mascarensis",Anopheles mascarensis,NA,Animalia,NA, 1650537
"986","Anopheles minimus",Anopheles minimus,NA,Animalia,NA, 1650618
"987","Anopheles nigerrimus",Anopheles nigerrimus,NA,Animalia,NA, 1650782
"988","Anopheles nitidus",Anopheles nitidus,NA,Animalia,NA, 1650336
"989","Anopheles pampanai",Anopheles pampanai,NA,Animalia,NA, 1650768
"990","Anopheles peditaeniatus",Anopheles peditaeniatus,NA,Animalia,NA, 1650208
"991","Anopheles philippinensis",Anopheles philippinensis,NA,Animalia,NA, 1650456
"992","Anopheles pretoriensis",Anopheles pretoriensis,NA,Animalia,NA, 1650736
"993","Anopheles pseudopunctipennis",Anopheles pseudopunctipennis,NA,Animalia,NA, 1650450
"994","Anopheles punctipennis",Anopheles punctipennis,NA,Animalia,NA, 1650410
"995","Anopheles quadrimaculatus",Anopheles quadrimaculatus,NA,Animalia,NA, 1650395
"996","Anopheles rampae",Anopheles rampae,NA,Animalia,NA, 8209102
"997","Anopheles rufipes",Anopheles rufipes,NA,Animalia,NA, 1650153
"998","Anopheles sawadwongporni",Anopheles sawadwongporni,NA,Animalia,NA, 1650342
"999","Anopheles sinensis",Anopheles sinensis,NA,Animalia,NA, 1650357
"1000","Anopheles splendidus",Anopheles splendidus,NA,Animalia,NA, 1650486
"1001","Anopheles squamosus",Anopheles squamosus,NA,Animalia,NA, 1650797
"1002","Anopheles stephensi",Anopheles stephensi,NA,Animalia,NA, 1650441
"1003","Anopheles tessellatus",Anopheles tessellatus,NA,Animalia,NA, 1650303
"1004","Anopheles vagus",Anopheles vagus,NA,Animalia,NA, 1650497
"1005","Anopheles varuna",Anopheles varuna,NA,Animalia,NA, 1650811
"1006","Anopheles walkeri",Anopheles walkeri,NA,Animalia,NA, 1650376
"1007","Anoplius illinoensis",Anoplius illinoensis,NA,Animalia,NA, 1311923
"1008","Anoplocephaloides wimerosa",Anoplocephaloides wimerosa,NA,Animalia,NA, 4412782
"1009","Anoplodera pubera",Anoplodera pubera,NA,Animalia,NA, 8060001
"1010","Anoplodera sexguttata",Anoplodera sexguttata,NA,Animalia,NA, 8216511
"1011","Anoplodinium denticulatum",Anoplodinium,NA,Chromista,NA, 8102060
"1012","Anoplonyx destructor",Anoplonyx destructor,NA,Animalia,NA, 4491852
"1013","Anoplophora glabripennis",Anoplophora glabripennis,NA,Animalia,NA, 7572133
"1014","Anoplotrupes stercorosus",Anoplotrupes stercorosus,NA,Animalia,NA, 1071240
"1015","Anoplus plantaris",Anoplus plantaris,NA,Animalia,NA, 9416034
"1016","Anoplus roboris",Anoplus roboris,NA,Animalia,NA, 5017760
"1017","Anorrhinus tickelli",Anorrhinus tickelli,NA,Animalia,NA, 2475927
"1018","Anorthoa munda",Anorthoa munda,NA,Animalia,NA, 6544687
"1019","Anoscopus serratulae",Anoscopus serratulae,NA,Animalia,NA, 2024960
"1020","Anosia plexippus",Anosia,NA,Animalia,NA, 1910821
"1021","Anotylus hamatus",Anotylus hamatus,NA,Animalia,NA, 4440399
"1022","Anotylus insecatus",Anotylus insecatus,NA,Animalia,NA, 1039475
"1023","Anotylus inustus",Anotylus inustus,NA,Animalia,NA, 4440407
"1024","Anotylus sculpturatus",Anotylus sculpturatus,NA,Animalia,NA, 4440411
"1025","Anotylus tetracarinatus",Anotylus tetracarinatus,NA,Animalia,NA, 1039464
"1026","Anoura peruana",Anoura peruana,NA,Animalia,NA, 8140031
"1027","Anredera cordifolia",Anredera cordifolia,NA,Plantae,NA, 3083508
"1028","Anselmella malacia",Anselmella malacia,NA,Animalia,NA, 1383761
"1029","Anser albifrons",Anser albifrons,NA,Animalia,NA, 2498017
"1030","Anser anser",Anser anser,NA,Animalia,NA, 2498036
"1031","Anteaglonium parvulum",Anteaglonium parvulum,NA,Fungi,NA, 7707638
"1032","Antennaria corymbosa",Antennaria corymbosa,NA,Plantae,NA, 5385595
"1033","Antennaria neglecta",Antennaria neglecta,NA,Plantae,NA, 5385488
"1034","Antennaria plantaginifolia",Antennaria plantaginifolia,NA,Plantae,NA, 7459903
"1035","Antenoron filiforme",NA,Antenoron filiforme (Thunb.) Roberty & Vautier,NA,EXACT, 6391200
"1036","Anteos maerula",Anteos maerula,NA,Animalia,NA, 1919128
"1037","Antepipona deflenda",Antepipona deflenda,NA,Animalia,NA, 1328773
"1038","Anthaxia caseyi",Anthaxia caseyi,NA,Animalia,NA, 6003600
"1039","Anthaxia expansa",Anthaxia expansa,NA,Animalia,NA, 6003606
"1040","Anthaxia millefolii",Anthaxia millefolii,NA,Animalia,NA, 6545673
"1041","Anthaxia nitidula",Anthaxia nitidula,NA,Animalia,NA, 4431813
"1042","Anthaxia retifer",Anthaxia retifer,NA,Animalia,NA, 6003609
"1043","Anthemis cotula",Anthemis cotula,NA,Plantae,NA, 8035698
"1044","Anthemus affinis",Anthemus affinis,NA,Animalia,NA, 1377349
"1045","Anthemus leucaspidis",Anthemus leucaspidis,NA,Animalia,NA, 1377330
"1046","Anthene emolus",Anthene emolus,NA,Animalia,NA, 1925731
"1047","Antheraea paphia",Antheraea paphia,NA,Animalia,NA, 1866573
"1048","Antheraea pernyi",Antheraea pernyi,NA,Animalia,NA, 1866556
"1049","Antheraea polyphemus",Antheraea polyphemus,NA,Animalia,NA, 1866570
"1050","Anthias anthias",Anthias anthias,NA,Animalia,NA, 2387915
"1051","Anthicus antherinus",Anthicus antherinus,NA,Animalia,NA, 4458005
"1052","Anthidiellum notatum",Anthidiellum notatum,NA,Animalia,NA, 1338896
"1053","Anthidium manicatum",Anthidium manicatum,NA,Animalia,NA, 1334821
"1054","Anthidium oblongatum",Anthidium oblongatum,NA,Animalia,NA, 1334902
"1055","Anthocharis cardamines",Anthocharis cardamines,NA,Animalia,NA, 1919712
"1056","Anthocharis sara",Anthocharis sara,NA,Animalia,NA, 1919700
"1057","Anthocoris amplicollis",Anthocoris amplicollis,NA,Animalia,NA, 4487198
"1058","Anthocoris gallarum-ulmi",NA,Anthocoris gallarum-ulmi (DeGeer),NA,EXACT,11351071
"1059","Anthocoris nemoralis",Anthocoris nemoralis,NA,Animalia,NA, 2020846
"1060","Anthocoris simulans",Anthocoris simulans,NA,Animalia,NA, 4487215
"1061","Anthomyia illocata",Anthomyia illocata,NA,Animalia,NA, 1573387
"1062","Anthomyia pluvialis",Anthomyia pluvialis,NA,Animalia,NA, 1573344
"1063","Anthomyza gracilis",Anthomyza gracilis,NA,Animalia,NA, 1573596
"1064","Anthonomus grandis",Anthonomus grandis,NA,Animalia,NA, 5013559
"1065","Anthonomus musculus",Anthonomus musculus,NA,Animalia,NA, 5013529
"1066","Anthonomus rubi",Anthonomus rubi,NA,Animalia,NA, 1196192
"1067","Anthophila fabriciana",Anthophila fabriciana,NA,Animalia,NA, 5123461
"1068","Anthophora bimaculata",Anthophora bimaculata,NA,Animalia,NA, 1344282
"1069","Anthophora bomboides",Anthophora bomboides,NA,Animalia,NA, 5040146
"1070","Anthophora californica",Anthophora californica,NA,Animalia,NA, 5040129
"1071","Anthophora furcata",Anthophora furcata,NA,Animalia,NA, 1344341
"1072","Anthophora plumipes",Anthophora plumipes,NA,Animalia,NA, 1344087
"1073","Anthophora terminalis",Anthophora terminalis,NA,Animalia,NA, 5040457
"1074","Anthophora urbana",Anthophora urbana,NA,Animalia,NA, 5040435
"1075","Anthophora walteri",Anthophora walteri,NA,Animalia,NA, 5040472
"1076","Anthoporia albobrunnea",Anthoporia albobrunnea,NA,Fungi,NA, 9717684
"1077","Anthornis melanura",Anthornis melanura,NA,Animalia,NA, 2487200
"1078","Anthoscopus caroli",Anthoscopus caroli,NA,Animalia,NA, 2487391
"1079","Anthostoma decipiens",Anthostoma decipiens,NA,Fungi,NA, 9065994
"1080","Anthostoma gastrinum",Anthostoma gastrinum,NA,Fungi,NA, 2575391
"1081","Anthostoma melanotes",Anthostoma melanotes,NA,Fungi,NA, 2575433
"1082","Anthostoma turgidum",Anthostoma turgidum,NA,Fungi,NA, 2575425
"1083","Anthostomella appendiculosa",Anthostomella appendiculosa,NA,Fungi,NA, 2577326
"1084","Anthostomella clypeoides",Anthostomella clypeoides,NA,Fungi,NA, 2577293
"1085","Anthostomella poetschii",Anthostomella,NA,Fungi,NA, 2567306
"1086","Anthostomella rubicola",NA,Anthostomella rubicola Speg. ex Sacc. & Trotter,NA,EXACT, 2577382
"1087","Anthostomella spartii",Anthostomella spartii,NA,Fungi,NA, 2577284
"1088","Anthostomella tomicoides",Anthostomella tomicoides,NA,Fungi,NA, 2577314
"1089","Anthoxanthum odoratum",Anthoxanthum odoratum,NA,Plantae,NA, 2705975
"1090","Anthracoceros albirostris",Anthracoceros albirostris,NA,Animalia,NA, 2475991
"1091","Anthrenus verbasci",Anthrenus verbasci,NA,Animalia,NA, 1095895
"1092","Anthriscus aemula",NA,Anthriscus aemula (Woronow) Schischk.,NA,EXACT, 6027269
"1093","Anthriscus sylvestris",Anthriscus sylvestris,NA,Plantae,NA, 5371742
"1094","Anthurium andraeanum",Anthurium andraeanum,NA,Plantae,NA, 2872695
"1095","Anthyllis vulneraria",Anthyllis vulneraria,NA,Plantae,NA, 5352367
"1096","Anticarsia gemmatalis",Anticarsia gemmatalis,NA,Animalia,NA, 1777942
"1097","Antidaphne viscoidea",Antidaphne viscoidea,NA,Plantae,NA, 2889825
"1098","Antidesma madagascariense",Antidesma madagascariense,NA,Plantae,NA, 3076458
"1099","Antigonon leptopus",Antigonon leptopus,NA,Plantae,NA, 2889355
"1100","Antigonus emorsa",Antigonus emorsa,NA,Animalia,NA, 4301876
"1101","Antilocapra americana",Antilocapra americana,NA,Animalia,NA, 2440902
"1102","Antirhea borbonica",Antirhea borbonica,NA,Plantae,NA, 2924411
"1103","Antirrhinum majus",Antirrhinum majus,NA,Plantae,NA, 3172001
"1104","Antrodia carbonica",NA,Antrodia carbonica (Overh.) Ryvarden & Gilb.,NA,EXACT, 2542582
"1105","Antrodia heteromorpha",Antrodia heteromorpha,NA,Fungi,NA, 8769312
"1106","Antrodia malicola",Brunneoporus,NA,Fungi,NA, 9675680
"1107","Antrodia serialis",NA,Antrodia serialis (Fr.) Donk,NA,EXACT, 2542559
"1108","Antrodia sinuosa",NA,Antrodia sinuosa (Fr.) P.Karst.,NA,EXACT, 8892548
"1109","Antrodia vaillantii",NA,Antrodia vaillantii (DC.) Ryvarden,NA,EXACT, 2546225
"1110","Antrodia xantha",Antrodia xantha,NA,Fungi,NA, 9159614
