"","X","usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","species","kingdomKey","speciesKey","species_name_network","king_network"
"255",4414,5766579,"Epistrophe nitidicollis (Meigen, 1822)","Epistrophe nitidicollis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Epistrophe nitidicollis",1,5766579,"Epistrophe nitidicollis","Animalia"
"256",4417,5753486,"Platyrhinus resinosus (J.A.Scopoli, 1763)","Platyrhinus resinosus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Platyrhinus resinosus",1,5753486,"Platyrhinus resinosus","Animalia"
"257",4434,5220126,"Capreolus capreolus (Linnaeus, 1758)","Capreolus capreolus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Capreolus capreolus",1,5220126,"Capreolus capreolus","Animalia"
"258",4437,5639535,"Loranthus europaeus Jacq.","Loranthus europaeus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Loranthus europaeus",6,5639535,"Loranthus europaeus","Plantae"
"259",4470,5371685,"Caltha palustris L.","Caltha palustris","SPECIES","ACCEPTED",100,"EXACT","Plantae","Caltha palustris",6,5371685,"Caltha palustris","Plantae"
"260",4471,5331404,"Echinocystis lobata (Michx.) Torr. & A.Gray","Echinocystis lobata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Echinocystis lobata",6,5331404,"Echinocystis lobata","Plantae"
"261",4548,5231209,"Passer hispaniolensis (Temminck, 1820)","Passer hispaniolensis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Passer hispaniolensis",1,5231209,"Passer hispaniolensis","Animalia"
"262",4561,5219618,"Erinaceus roumanicus Barrett-Hamilton, 1900","Erinaceus roumanicus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Erinaceus roumanicus",1,5219618,"Erinaceus roumanicus","Animalia"
"263",4573,5156102,"Leptoglossus occidentalis Heidemann, 1910","Leptoglossus occidentalis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Leptoglossus occidentalis",1,5156102,"Leptoglossus occidentalis","Animalia"
"264",4576,5144805,"Scopula ornata (Scopoli, 1763)","Scopula ornata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Scopula ornata",1,5144805,"Scopula ornata","Animalia"
"265",4578,5143129,"Drepana falcataria (Linnaeus, 1758)","Drepana falcataria","SPECIES","ACCEPTED",100,"EXACT","Animalia","Drepana falcataria",1,5143129,"Drepana falcataria","Animalia"
"266",4579,5142870,"Thyatira batis (Linnaeus, 1758)","Thyatira batis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Thyatira batis",1,5142870,"Thyatira batis","Animalia"
"267",4588,5118996,"Stauropus fagi (Linnaeus, 1758)","Stauropus fagi","SPECIES","ACCEPTED",100,"EXACT","Animalia","Stauropus fagi",1,5118996,"Stauropus fagi","Animalia"
"268",4599,5071297,"Xanthogramma pedissequum (Harris, 1776)","Xanthogramma pedissequum","SPECIES","SYNONYM",100,"EXACT","Animalia","Philhelius pedissequum",1,11202067,"Xanthogramma pedissequum","Animalia"
"269",4600,6098350,"Xanthogramma festivum (Linnaeus, 1758)","Xanthogramma festivum","SPECIES","SYNONYM",97,"FUZZY","Animalia","Chrysotoxum festivum",1,4516839,"Xanthogramma festiva","Animalia"
"270",4601,5070993,"Criorhina berberina (Fabricius, 1805)","Criorhina berberina","SPECIES","ACCEPTED",100,"EXACT","Animalia","Criorhina berberina",1,5070993,"Criorhina berberina","Animalia"
"271",4617,5041471,"Sceliphron destillatorium (Illiger, 1807)","Sceliphron destillatorium","SPECIES","ACCEPTED",100,"EXACT","Animalia","Sceliphron destillatorium",1,5041471,"Sceliphron destillatorium","Animalia"
"272",4629,5025857,"Diplazon laetatorius (Fabricius, 1781)","Diplazon laetatorius","SPECIES","ACCEPTED",100,"EXACT","Animalia","Diplazon laetatorius",1,5025857,"Diplazon laetatorius","Animalia"
"273",4658,4532532,"Euplagia quadripunctaria (Poda, 1761)","Euplagia quadripunctaria","SPECIES","ACCEPTED",100,"EXACT","Animalia","Euplagia quadripunctaria",1,4532532,"Euplagia quadripunctaria","Animalia"
"274",4693,4490515,"Tenthredo temula Scopoli, 1763","Tenthredo temula","SPECIES","ACCEPTED",100,"EXACT","Animalia","Tenthredo temula",1,4490515,"Tenthredo temula","Animalia"
"275",4694,4490492,"Macrophya annulata (Geoffroy, 1785)","Macrophya annulata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Macrophya annulata",1,4490492,"Macrophya annulata","Animalia"
"276",4704,4485971,"Arma custos (Fabricius, 1794)","Arma custos","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arma custos",1,4485971,"Arma custos","Animalia"
"277",4715,4458782,"Leptura quadrifasciata Linnaeus, 1758","Leptura quadrifasciata","SPECIES","ACCEPTED",99,"EXACT","Animalia","Leptura quadrifasciata",1,4458782,"Leptura quadrifasciata","Animalia"
"278",4727,4453860,"Stenomax aeneus (Scopoli, 1763)","Stenomax aeneus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Stenomax aeneus",1,4453860,"Stenomax aeneus","Animalia"
"279",4736,4452252,"Psyllobora vigintiduopunctata (Linnaeus, 1758)","Psyllobora vigintiduopunctata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Psyllobora vigintiduopunctata",1,4452252,"Psyllobora vigintiduopunctata","Animalia"
"280",4737,4452146,"Coccinula quatuordecimpustulata (Linnaeus, 1758)","Coccinula quatuordecimpustulata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Coccinula quatuordecimpustulata",1,4452146,"Coccinula quatuordecimpustulata","Animalia"
"281",4757,4429760,"Rhagonycha fulva (Scopoli, 1763)","Rhagonycha fulva","SPECIES","ACCEPTED",100,"EXACT","Animalia","Rhagonycha fulva",1,4429760,"Rhagonycha fulva","Animalia"
"282",4776,4388646,"Coreus marginatus (Linnaeus, 1758)","Coreus marginatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Coreus marginatus",1,4388646,"Coreus marginatus","Animalia"
"283",4881,3112801,"Cirsium vulgare (Savi) Ten.","Cirsium vulgare","SPECIES","ACCEPTED",99,"EXACT","Plantae","Cirsium vulgare",6,3112801,"Cirsium vulgare","Plantae"
"284",4896,2889828,"Viscum album L.","Viscum album","SPECIES","ACCEPTED",99,"EXACT","Plantae","Viscum album",6,2889828,"Viscum album","Plantae"
"285",4897,2889299,"Bistorta vivipara (L.) Delarbre","Bistorta vivipara","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bistorta vivipara",6,2889299,"Bistorta vivipara","Plantae"
"286",5133,2542126,"Phaeolus schweinitzii (Fr.) Pat.","Phaeolus schweinitzii","SPECIES","ACCEPTED",99,"EXACT","Fungi","Phaeolus schweinitzii",5,2542126,"Phaeolus schweinitzii",""
"287",5135,2540761,"Meripilus giganteus (Pers.) P.Karst.","Meripilus giganteus","SPECIES","ACCEPTED",100,"EXACT","Fungi","Meripilus giganteus",5,2540761,"Meripilus giganteus","Fungi"
"288",5154,2531012,"Fistulina hepatica (Schaeff.) With.","Fistulina hepatica","SPECIES","ACCEPTED",99,"EXACT","Fungi","Fistulina hepatica",5,2531012,"Fistulina hepatica","Fungi"
"289",5192,2495471,"Columba oenas Linnaeus, 1758","Columba oenas","SPECIES","ACCEPTED",100,"EXACT","Animalia","Columba oenas",1,2495471,"Columba oenas","Animalia"
"290",5196,2491498,"Emberiza cia Linnaeus, 1767","Emberiza cia","SPECIES","ACCEPTED",100,"EXACT","Animalia","Emberiza cia",1,2491498,"Emberiza cia","Animalia"
"291",5198,9687165,"Motacilla alba Linnaeus, 1758","Motacilla alba","SPECIES","ACCEPTED",100,"EXACT","Animalia","Motacilla alba",1,9687165,"Motacilla alba","Animalia"
"292",5203,2487883,"Lophophanes cristatus (Linnaeus, 1758)","Lophophanes cristatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Lophophanes cristatus",1,2487883,"Lophophanes cristatus","Animalia"
"293",5204,2487871,"Periparus ater (Linnaeus, 1758)","Periparus ater","SPECIES","ACCEPTED",100,"EXACT","Animalia","Periparus ater",1,2487871,"Periparus ater","Animalia"
"294",5216,2480666,"Circaetus gallicus (Gmelin, 1788)","Circaetus gallicus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Circaetus gallicus",1,2480666,"Circaetus gallicus","Animalia"
"295",5217,2480537,"Buteo buteo (Linnaeus, 1758)","Buteo buteo","SPECIES","ACCEPTED",100,"EXACT","Animalia","Buteo buteo",1,2480537,"Buteo buteo","Animalia"
"296",5222,9015784,"Dryobates minor (Linnaeus, 1758)","Dryobates minor","SPECIES","ACCEPTED",100,"EXACT","Animalia","Dryobates minor",1,9015784,"Dryobates minor","Animalia"
"297",5228,2457224,"Dolichophis caspius (Gmelin, 1789)","Dolichophis caspius","SPECIES","ACCEPTED",100,"EXACT","Animalia","Dolichophis caspius",1,2457224,"Dolichophis caspius","Animalia"
"298",5235,2440958,"Cervus elaphus Linnaeus, 1758","Cervus elaphus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Cervus elaphus",1,2440958,"Cervus elaphus","Animalia"
"299",5238,2439658,"Muscardinus avellanarius (Linnaeus, 1758)","Muscardinus avellanarius","SPECIES","ACCEPTED",100,"EXACT","Animalia","Muscardinus avellanarius",1,2439658,"Muscardinus avellanarius","Animalia"
"300",5259,2176858,"Philaeus chrysops (Poda, 1761)","Philaeus chrysops","SPECIES","ACCEPTED",100,"EXACT","Animalia","Philaeus chrysops",1,2176858,"Philaeus chrysops","Animalia"
"301",5277,2079270,"Elasmostethus interstinctus (Linnaeus, 1758)","Elasmostethus interstinctus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Elasmostethus interstinctus",1,2079270,"Elasmostethus interstinctus","Animalia"
"302",5302,2009435,"Deraeocoris ruber (Linnaeus, 1758)","Deraeocoris ruber","SPECIES","ACCEPTED",100,"EXACT","Animalia","Deraeocoris ruber",1,2009435,"Deraeocoris ruber","Animalia"
"303",5310,1962268,"Selenia lunularia (Hübner)","Selenia lunularia","SPECIES","ACCEPTED",100,"EXACT","Animalia","Selenia lunularia",1,1962268,"Selenia lunularia","Animalia"
"304",5331,1938214,"Iphiclides podalirius (Linnaeus, 1758)","Iphiclides podalirius","SPECIES","ACCEPTED",99,"EXACT","Animalia","Iphiclides podalirius",1,1938214,"Iphiclides podalirius","Animalia"
"305",5336,1933095,"Aricia agestis (Denis & Schiffermüller), 1775","Aricia agestis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Aricia agestis",1,1933095,"Aricia agestis","Animalia"
"306",5349,1902533,"Araschnia levana (Linnaeus, 1758)","Araschnia levana","SPECIES","ACCEPTED",100,"EXACT","Animalia","Araschnia levana",1,1902533,"Araschnia levana","Animalia"
"307",5352,1898544,"Polygonia c-album (Linnaeus, 1758)","Polygonia c-album","SPECIES","ACCEPTED",100,"EXACT","Animalia","Polygonia c-album",1,1898544,"Polygonia c-album","Animalia"
"308",5353,8442268,"Nymphalis c-album (Linnaeus, 1758)","Nymphalis c-album","SPECIES","SYNONYM",100,"EXACT","Animalia","Polygonia c-album",1,1898544,"Nymphalis c-album","Animalia"
"309",5362,1864652,"Macroglossum stellatarum Linnaeus, 1758","Macroglossum stellatarum","SPECIES","ACCEPTED",99,"EXACT","Animalia","Macroglossum stellatarum",1,1864652,"Macroglossum stellatarum","Animalia"
"310",5380,1822346,"Peridea anceps (Goeze, 1781)","Peridea anceps","SPECIES","ACCEPTED",100,"EXACT","Animalia","Peridea anceps",1,1822346,"Peridea anceps","Animalia"
"311",5387,1791422,"Craniophora ligustri (Denis & Schiffermüller), 1775","Craniophora ligustri","SPECIES","ACCEPTED",99,"EXACT","Animalia","Craniophora ligustri",1,1791422,"Craniophora ligustri","Animalia"
"312",5419,1732063,"Poecilocampa populi Linnaeus, 1758","Poecilocampa populi","SPECIES","ACCEPTED",100,"EXACT","Animalia","Poecilocampa populi",1,1732063,"Poecilocampa populi","Animalia"
"313",5420,1730978,"Zeuzera pyrina Linnaeus, 1761","Zeuzera pyrina","SPECIES","ACCEPTED",100,"EXACT","Animalia","Zeuzera pyrina",1,1730978,"Zeuzera pyrina","Animalia"
"314",5422,1710463,"Pezotettix giornae (Rossi, 1794)","Pezotettix giornae","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pezotettix giornae",1,1710463,"Pezotettix giornae","Animalia"
"315",5425,1686202,"Phaneroptera nana Fieber, 1853","Phaneroptera nana","SPECIES","ACCEPTED",100,"EXACT","Animalia","Phaneroptera nana",1,1686202,"Phaneroptera nana","Animalia"
"316",5426,1683331,"Conocephalus dorsalis (Latreille, 1804)","Conocephalus dorsalis","SPECIES","ACCEPTED",99,"EXACT","Animalia","Conocephalus dorsalis",1,1683331,"Conocephalus dorsalis","Animalia"
"317",5427,1669479,"Hemipenthes velutina (Meigen, 1820)","Hemipenthes velutina","SPECIES","ACCEPTED",100,"EXACT","Animalia","Hemipenthes velutina",1,1669479,"Hemipenthes velutina","Animalia"
"318",5441,1577660,"Stratiomys longicornis (Scopoli, 1763)","Stratiomys longicornis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Stratiomys longicornis",1,1577660,"Stratiomys longicornis","Animalia"
"319",5453,1541799,"Volucella pellucens (Linnaeus, 1758)","Volucella pellucens","SPECIES","ACCEPTED",100,"EXACT","Animalia","Volucella pellucens",1,1541799,"Volucella pellucens","Animalia"
"320",5461,1536559,"Baccha elongata (Fabricius, 1775)","Baccha elongata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Baccha elongata",1,1536559,"Baccha elongata","Animalia"
"321",5462,1536009,"Chrysotoxum bicincta (Linnaeus, 1758)","Chrysotoxum bicincta","SPECIES","ACCEPTED",98,"FUZZY","Animalia","Chrysotoxum bicincta",1,1536009,"Chrysotoxum bicinctum","Animalia"
"322",5463,1535909,"Chrysotoxum verralli Collin, 1940","Chrysotoxum verralli","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chrysotoxum verralli",1,1535909,"Chrysotoxum verralli","Animalia"
"323",5467,1532982,"Pipizella viduata (Linnaeus, 1758)","Pipizella viduata","SPECIES","ACCEPTED",99,"EXACT","Animalia","Pipizella viduata",1,1532982,"Pipizella viduata","Animalia"
"324",5474,1502142,"Cynomya mortuorum (Linnaeus, 1761)","Cynomya mortuorum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Cynomya mortuorum",1,1502142,"Cynomya mortuorum","Animalia"
"325",5480,1428217,"Sympetrum sanguineum (Müller, 1764)","Sympetrum sanguineum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Sympetrum sanguineum",1,1428217,"Sympetrum sanguineum","Animalia"
"326",5482,1423540,"Pyrrhosoma nymphula (Sulzer, 1776)","Pyrrhosoma nymphula","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pyrrhosoma nymphula",1,1423540,"Pyrrhosoma nymphula","Animalia"
"327",5557,1340542,"Bombus hortorum (Linnaeus, 1761)","Bombus hortorum","SPECIES","ACCEPTED",99,"EXACT","Animalia","Bombus hortorum",1,1340542,"Bombus hortorum","Animalia"
"328",5584,6159197,"Lacerta trilineata Bedriaga, 1886","Lacerta trilineata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Lacerta trilineata",1,6159197,"Lacerta trilineata","Animalia"
"329",5628,1036789,"Carabus granulatus Linnaeus, 1758","Carabus granulatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Carabus granulatus",1,1036789,"Carabus granulatus","Animalia"
"330",5636,5275012,"Pteridium aquilinum (L.) Kuhn","Pteridium aquilinum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Pteridium aquilinum",6,5275012,"Pteridium aquilinum","Plantae"
"331",5640,2359706,"Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Rutilus rutilus",1,2359706,"Rutilus rutilus",""
"332",5652,2482613,"Nucifraga caryocatactes (Linnaeus, 1758)","Nucifraga caryocatactes","SPECIES","ACCEPTED",100,"EXACT","Animalia","Nucifraga caryocatactes",1,2482613,"Nucifraga caryocatactes","Animalia"
"333",5656,2482513,"Corvus frugilegus Linnaeus, 1758","Corvus frugilegus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Corvus frugilegus",1,2482513,"Corvus frugilegus","Animalia"
"334",5657,2497306,"Asio otus (Linnaeus, 1758)","Asio otus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Asio otus",1,2497306,"Asio otus","Animalia"
"335",5658,9415596,"Eremophila alpestris (Linnaeus, 1758)","Eremophila alpestris","SPECIES","ACCEPTED",100,"EXACT","Animalia","Eremophila alpestris",1,9415596,"Eremophila alpestris","Animalia"
"336",5660,2495000,"Aegithalos caudatus (Linnaeus, 1758)","Aegithalos caudatus","SPECIES","DOUBTFUL",99,"EXACT","Animalia","Aegithalos caudatus",1,2495000,"Aegithalos caudatus","Animalia"
"337",5661,2474921,"Otis tarda Linnaeus, 1758","Otis tarda","SPECIES","ACCEPTED",100,"EXACT","Animalia","Otis tarda",1,2474921,"Otis tarda","Animalia"
"338",5662,2495696,"Streptopelia decaocto (Frivaldszky, 1838)","Streptopelia decaocto","SPECIES","ACCEPTED",100,"EXACT","Animalia","Streptopelia decaocto",1,2495696,"Streptopelia decaocto","Animalia"
"339",5670,2444308,"Vipera ammodytes (Linnaeus, 1758)","Vipera ammodytes","SPECIES","ACCEPTED",100,"EXACT","Animalia","Vipera ammodytes",1,2444308,"Vipera ammodytes","Animalia"
"340",5680,5115874,"Arctia caja (Linnaeus, 1758)","Arctia caja","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arctia caja",1,5115874,"Arctia caja","Animalia"
"341",5696,4532534,"Callimorpha dominula (Linnaeus, 1758)","Callimorpha dominula","SPECIES","ACCEPTED",100,"EXACT","Animalia","Callimorpha dominula",1,4532534,"Callimorpha dominula","Animalia"
"342",5721,7573049,"Cerambyx scopoli Marquet, 2001","Cerambyx scopoli","SPECIES","SYNONYM",99,"EXACT","Animalia","Cerambyx scopolii",1,5002115,"Cerambyx scopoli","Animalia"
"343",5723,5960862,"Vipera berus (Linnaeus, 1758)","Vipera berus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Vipera berus",1,5960862,"Vipera berus","Animalia"
"344",5738,7960979,"Urtica dioica L.","Urtica dioica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Urtica dioica",6,7960979,"Urtica dioica","Plantae"
"345",5745,2481181,"Larus cachinnans Pallas, 1811","Larus cachinnans","SPECIES","ACCEPTED",100,"EXACT","Animalia","Larus cachinnans",1,2481181,"Larus cachinnans","Animalia"
"346",5746,9752617,"Ardea alba Linnaeus, 1758","Ardea alba","SPECIES","ACCEPTED",99,"EXACT","Animalia","Ardea alba",1,9752617,"Ardea alba","Animalia"
"347",5748,2497701,"Otus scops (Linnaeus, 1758)","Otus scops","SPECIES","ACCEPTED",99,"EXACT","Animalia","Otus scops",1,2497701,"Otus scops",""
"348",5762,2491557,"Emberiza schoeniclus (Linnaeus, 1758)","Emberiza schoeniclus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Emberiza schoeniclus",1,2491557,"Emberiza schoeniclus","Animalia"
"349",5763,2494441,"Fringilla montifringilla Linnaeus, 1758","Fringilla montifringilla","SPECIES","ACCEPTED",100,"EXACT","Animalia","Fringilla montifringilla",1,2494441,"Fringilla montifringilla","Animalia"
"350",5767,9629160,"Loxia curvirostra Linnaeus, 1758","Loxia curvirostra","SPECIES","ACCEPTED",100,"EXACT","Animalia","Loxia curvirostra",1,9629160,"Loxia curvirostra","Animalia"
"351",5768,2492867,"Lanius senator Linnaeus, 1758","Lanius senator","SPECIES","ACCEPTED",100,"EXACT","Animalia","Lanius senator",1,2492867,"Lanius senator","Animalia"
"352",5769,2492854,"Lanius minor Gmelin, 1788","Lanius minor","SPECIES","ACCEPTED",100,"EXACT","Animalia","Lanius minor",1,2492854,"Lanius minor","Animalia"
"353",5770,7745240,"Lanius collurio Linnaeus, 1758","Lanius collurio","SPECIES","ACCEPTED",100,"EXACT","Animalia","Lanius collurio",1,7745240,"Lanius collurio","Animalia"
"354",5771,5231438,"Troglodytes troglodytes (Linnaeus, 1758)","Troglodytes troglodytes","SPECIES","ACCEPTED",100,"EXACT","Animalia","Troglodytes troglodytes",1,5231438,"Troglodytes troglodytes","Animalia"
"355",5775,7982160,"Larus canus Linnaeus, 1758","Larus canus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Larus canus",1,7982160,"Larus canus",""
"356",5776,2481139,"Larus argentatus Pontoppidan, 1763","Larus argentatus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Larus argentatus",1,2481139,"Larus argentatus",""
"357",5777,2481172,"Larus marinus Linnaeus, 1758","Larus marinus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Larus marinus",1,2481172,"Larus marinus",""
"358",5779,2481792,"Numenius arquata (Linnaeus, 1758)","Numenius arquata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Numenius arquata",1,2481792,"Numenius arquata","Animalia"
"359",5780,8028588,"Ichthyaetus ichthyaetus (Pallas, 1773)","Ichthyaetus ichthyaetus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Ichthyaetus ichthyaetus",1,8028588,"Ichthyaetus ichthyaetus","Animalia"
"360",5781,2474950,"Grus grus (Linnaeus, 1758)","Grus grus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Grus grus",1,2474950,"Grus grus","Animalia"
"361",5783,2481035,"Falco subbuteo Linnaeus, 1758","Falco subbuteo","SPECIES","ACCEPTED",100,"EXACT","Animalia","Falco subbuteo",1,2481035,"Falco subbuteo","Animalia"
"362",5784,9616058,"Falco tinnunculus Linnaeus, 1758","Falco tinnunculus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Falco tinnunculus",1,9616058,"Falco tinnunculus","Animalia"
"363",5785,2481909,"Ciconia nigra (Linnaeus, 1758)","Ciconia nigra","SPECIES","ACCEPTED",100,"EXACT","Animalia","Ciconia nigra",1,2481909,"Ciconia nigra","Animalia"
"364",5786,2481912,"Ciconia ciconia (Linnaeus, 1758)","Ciconia ciconia","SPECIES","ACCEPTED",100,"EXACT","Animalia","Ciconia ciconia",1,2481912,"Ciconia ciconia","Animalia"
"365",5787,2480487,"Circus cyaneus (Linnaeus, 1766)","Circus cyaneus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Circus cyaneus",1,2480487,"Circus cyaneus","Animalia"
"366",5788,2480524,"Buteo lagopus (Pontoppidan, 1763)","Buteo lagopus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Buteo lagopus",1,2480524,"Buteo lagopus","Animalia"
"367",5789,2482100,"Burhinus oedicnemus (Linnaeus, 1758)","Burhinus oedicnemus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Burhinus oedicnemus",1,2482100,"Burhinus oedicnemus","Animalia"
"368",5791,2480934,"Ardea purpurea Linnaeus, 1766","Ardea purpurea","SPECIES","ACCEPTED",100,"EXACT","Animalia","Ardea purpurea",1,2480934,"Ardea purpurea","Animalia"
"369",5792,2480863,"Nycticorax nycticorax (Linnaeus, 1758)","Nycticorax nycticorax","SPECIES","ACCEPTED",100,"EXACT","Animalia","Nycticorax nycticorax",1,2480863,"Nycticorax nycticorax","Animalia"
"370",5793,2480876,"Egretta garzetta (Linnaeus, 1766)","Egretta garzetta","SPECIES","ACCEPTED",100,"EXACT","Animalia","Egretta garzetta",1,2480876,"Egretta garzetta","Animalia"
"371",5794,2480564,"Buteo rufinus (Cretzschmar, 1829)","Buteo rufinus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Buteo rufinus",1,2480564,"Buteo rufinus","Animalia"
"372",5796,2480482,"Circus aeruginosus (Linnaeus, 1758)","Circus aeruginosus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Circus aeruginosus",1,2480482,"Circus aeruginosus","Animalia"
"373",5797,2480491,"Circus macrourus (S.G.Gmelin, 1770)","Circus macrourus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Circus macrourus",1,2480491,"Circus macrourus","Animalia"
"374",5817,1136138,"Pachyta quadrimaculata (Linnaeus, 1758)","Pachyta quadrimaculata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pachyta quadrimaculata",1,1136138,"Pachyta quadrimaculata","Animalia"
"375",5841,8062927,"Mesosa curculionoides (Linnaeus, 1761)","Mesosa curculionoides","SPECIES","ACCEPTED",99,"EXACT","Animalia","Mesosa curculionoides",1,8062927,"Mesosa curculionoides","Animalia"
"376",5928,6159223,"Lacerta agilis Linnaeus, 1758","Lacerta agilis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Lacerta agilis",1,6159223,"Lacerta agilis","Animalia"
"377",5930,6161347,"Natrix natrix (Linnaeus, 1758)","Natrix natrix","SPECIES","ACCEPTED",100,"EXACT","Animalia","Natrix natrix",1,6161347,"Natrix natrix","Animalia"
"378",5936,1543099,"Platycheirus scutatus (Meigen, 1822)","Platycheirus scutatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Platycheirus scutatus",1,1543099,"Platycheirus scutatus","Animalia"
"379",5937,1536796,"Neoascia podagrica (Fabricius, 1775)","Neoascia podagrica","SPECIES","ACCEPTED",100,"EXACT","Animalia","Neoascia podagrica",1,1536796,"Neoascia podagrica","Animalia"
"380",5970,5361889,"Morus alba L.","Morus alba","SPECIES","ACCEPTED",99,"EXACT","Plantae","Morus alba",6,5361889,"Morus alba","Plantae"
"381",5978,5384604,"Stellaria media (L.) Vill.","Stellaria media","SPECIES","ACCEPTED",99,"EXACT","Plantae","Stellaria media",6,5384604,"Stellaria media","Plantae"
"382",5981,3152614,"Abutilon theophrasti Medik.","Abutilon theophrasti","SPECIES","ACCEPTED",100,"EXACT","Plantae","Abutilon theophrasti",6,3152614,"Abutilon theophrasti","Plantae"
"383",5992,3172057,"Veronica serpyllifolia L.","Veronica serpyllifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Veronica serpyllifolia",6,3172057,"Veronica serpyllifolia","Plantae"
"384",5999,1786980,"Grammodes stolida Fabricius, 1775","Grammodes stolida","SPECIES","ACCEPTED",100,"EXACT","Animalia","Grammodes stolida",1,1786980,"Grammodes stolida","Animalia"
"385",6005,1769566,"Cosmia trapezina (Linnaeus, 1758)","Cosmia trapezina","SPECIES","ACCEPTED",100,"EXACT","Animalia","Cosmia trapezina",1,1769566,"Cosmia trapezina","Animalia"
"386",6020,1820039,"Leucoma salicis Linnaeus, 1758","Leucoma salicis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Leucoma salicis",1,1820039,"Leucoma salicis","Animalia"
"387",6034,1782763,"Acronicta aceris (Linnaeus, 1758)","Acronicta aceris","SPECIES","ACCEPTED",99,"EXACT","Animalia","Acronicta aceris",1,1782763,"Acronicta aceris","Animalia"
"388",6047,3117449,"Erigeron annuus (L.) Pers.","Erigeron annuus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Erigeron annuus",6,3117449,"Erigeron annuus","Plantae"
"389",6065,1771245,"Agrotis ipsilon (Hufnagel, 1766)","Agrotis ipsilon","SPECIES","ACCEPTED",99,"EXACT","Animalia","Agrotis ipsilon",1,1771245,"Agrotis ipsilon","Animalia"
"390",6082,1986052,"Lomographa bimaculata (Fabricius, 1775)","Lomographa bimaculata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Lomographa bimaculata",1,1986052,"Lomographa bimaculata","Animalia"
"391",6136,1342108,"Xylocopa violacea (Linnaeus, 1758)","Xylocopa violacea","SPECIES","ACCEPTED",100,"EXACT","Animalia","Xylocopa violacea",1,1342108,"Xylocopa violacea","Animalia"
"392",6143,8054788,"Anaglyptus mysticus (Linnaeus, 1758)","Anaglyptus mysticus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Anaglyptus mysticus",1,8054788,"Anaglyptus mysticus","Animalia"
